TicketNumber,Longitude,Latitude,Zipcode,Classification,DateReported,CensusTract,CensusBlock,CountyName,Date,Time,Hour
QL19009836,40.73093,-73.8005,11365,P,12/23/2019 12:44 PM,1241,1002,Queens County,12/23/2019,12:44 PM,12 PM
QL19009838,40.77363,-73.77766,11360,P,12/23/2019 01:13 PM,1093,3006,Queens County,12/23/2019,01:13 PM,01 PM
WL19015344,40.92458,-73.76834,10801,M,12/23/2019 10:00 AM,59.02,2002,Westchester County,12/23/2019,10:00 AM,10 AM
XL19016627,40.82925,-73.85994,10472,P,12/23/2019 08:02 AM,72,1002,Bronx County,12/23/2019,08:02 AM,08 AM
XL19016628,40.90218,-73.84161,10466,M,12/23/2019 08:10 AM,444,4001,Bronx County,12/23/2019,08:10 AM,08 AM
XL19016665,40.87471,-73.90357,10463,M,12/23/2019 02:55 PM,273,1003,Bronx County,12/23/2019,02:55 PM,02 PM
ML19020148,40.70577,-74.00697,10005,P,12/24/2019 12:11 PM,7,1005,New York County,12/24/2019,12:11 PM,12 PM
QL19009871,40.74568,-73.78291,11365,P,12/24/2019 11:39 PM,1409.02,1000,Queens County,12/24/2019,11:39 PM,11 PM
QL19009872,40.74573,-73.78275,11365,P,12/24/2019 11:40 PM,1409.02,1000,Queens County,12/24/2019,11:40 PM,11 PM
WL19015392,40.99819,-73.7703,10583,M,12/24/2019 09:57 AM,99,2001,Westchester County,12/24/2019,09:57 AM,09 AM
WL19015395,40.94234,-73.75574,10538,M,12/24/2019 10:52 AM,69,3036,Westchester County,12/24/2019,10:52 AM,10 AM
WL19015398,40.9794,-73.78166,10583,M,12/24/2019 12:15 PM,68.01,2010,Westchester County,12/24/2019,12:15 PM,12 PM
WL19015501,40.93668,-73.86166,10701,M,12/24/2019 07:58 PM,23,2012,Westchester County,12/24/2019,07:58 PM,07 PM
WL19015515,40.94911,-73.86961,10701,M,12/24/2019 10:03 PM,17.01,6009,Westchester County,12/24/2019,10:03 PM,10 PM
WL19015519,40.94575,-73.87139,10701,P,12/24/2019 10:55 PM,17.01,3003,Westchester County,12/24/2019,10:55 PM,10 PM
WL19015544,40.96477,-73.86976,10710,P,12/25/2019 03:09 AM,19,1007,Westchester County,12/25/2019,03:09 AM,03 AM
ML19020183,40.73556,-73.98659,10003,M,12/25/2019 01:32 PM,50,5000,New York County,12/25/2019,01:32 PM,01 PM
ML19020196,40.71008,-74.00744,10038,P,12/25/2019 08:40 PM,15.01,1015,New York County,12/25/2019,08:40 PM,08 PM
QL19009882,40.75092,-73.79044,11358,M,12/25/2019 10:03 PM,1459,3002,Queens County,12/25/2019,10:03 PM,10 PM
WL19015548,40.99819,-73.7703,10583,M,12/25/2019 10:11 AM,99,2001,Westchester County,12/25/2019,10:11 AM,10 AM
WL19015557,40.98407,-73.69631,10580,M,12/25/2019 02:55 PM,77,3005,Westchester County,12/25/2019,02:55 PM,02 PM
WL19015568,40.97638,-73.78998,10583,P,12/25/2019 11:41 PM,68.01,4011,Westchester County,12/25/2019,11:41 PM,11 PM
ML19020218,40.83728,-73.94008,10032,M,12/26/2019 01:41 PM,245,1001,New York County,12/26/2019,01:41 PM,01 PM
ML19020240,40.74325,-73.99158,10010,P,12/27/2019 12:38 AM,58,1007,New York County,12/27/2019,12:38 AM,12 AM
QL19009894,40.75822,-73.94117,11101,M,12/26/2019 10:07 AM,85,2002,Queens County,12/26/2019,10:07 AM,10 AM
QL19009909,40.76764,-73.78624,11361,M,12/26/2019 03:43 PM,1099,1006,Queens County,12/26/2019,03:43 PM,03 PM
QL19009910,40.7376,-73.71534,11426,M,12/26/2019 04:49 PM,1571.01,6007,Queens County,12/26/2019,04:49 PM,04 PM
WL19015573,40.96256,-73.80404,10709,M,12/26/2019 07:37 AM,50.02,3013,Westchester County,12/26/2019,07:37 AM,07 AM
WL19015585,41.03575,-73.86528,10533,M,12/26/2019 12:57 PM,113,4015,Westchester County,12/26/2019,12:57 PM,12 PM
WL19015590,41.04802,-73.81022,10523,M,12/26/2019 02:16 PM,112,2040,Westchester County,12/26/2019,02:16 PM,02 PM
WL19015603,40.9093,-73.78028,10801,M,12/26/2019 05:34 PM,59.01,3002,Westchester County,12/26/2019,05:34 PM,05 PM
WL19015614,40.94845,-73.77245,10804,M,12/26/2019 10:09 PM,67,1008,Westchester County,12/26/2019,10:09 PM,10 PM
XL19016755,40.90346,-73.8549,10470,P,12/26/2019 09:46 AM,414,4013,Bronx County,12/26/2019,09:46 AM,09 AM
XL19016794,40.81735,-73.91971,10451,M,12/26/2019 07:05 PM,65,3000,Bronx County,12/26/2019,07:05 PM,07 PM
QL19009948,40.74169,-73.81303,11355,M,12/27/2019 04:35 PM,1215,2007,Queens County,12/27/2019,04:35 PM,04 PM
WL19015619,40.90573,-73.83176,10550,M,12/27/2019 07:49 AM,32,2004,Westchester County,12/27/2019,07:49 AM,07 AM
WL19015620,41.04152,-73.86186,10533,M,12/27/2019 07:49 AM,113,1007,Westchester County,12/27/2019,07:49 AM,07 AM
WL19015625,41.04198,-73.86012,10533,M,12/27/2019 10:00 AM,113,1007,Westchester County,12/27/2019,10:00 AM,10 AM
WL19015634,40.98282,-73.83731,10710,P,12/27/2019 11:06 AM,21.01,2004,Westchester County,12/27/2019,11:06 AM,11 AM
WL19015639,41.15513,-73.85579,10510,M,12/27/2019 11:40 AM,132.02,2012,Westchester County,12/27/2019,11:40 AM,11 AM
WL19015647,40.91104,-73.86406,10704,M,12/27/2019 12:14 PM,15.04,4006,Westchester County,12/27/2019,12:14 PM,12 PM
WL19015653,40.9359,-73.8564,10704,P,12/27/2019 01:25 PM,23,2026,Westchester County,12/27/2019,01:25 PM,01 PM
WL19015658,40.99213,-73.66738,10573,P,12/27/2019 02:23 PM,78,3003,Westchester County,12/27/2019,02:23 PM,02 PM
WL19015671,41.05217,-73.81356,10523,P,12/27/2019 06:57 PM,112,3025,Westchester County,12/27/2019,06:57 PM,06 PM
WL19015673,40.92972,-73.82431,10552,M,12/27/2019 07:20 PM,151,2013,Westchester County,12/27/2019,07:20 PM,07 PM
WL19015677,40.95094,-73.69116,10580,M,12/27/2019 09:26 PM,76,2005,Westchester County,12/27/2019,09:26 PM,09 PM
WL19015680,40.91975,-73.7705,10801,P,12/28/2019 12:36 AM,59.02,2017,Westchester County,12/28/2019,12:36 AM,12 AM
QL19009955,40.74737,-73.71608,11004,M,12/28/2019 08:43 AM,1551.04,4003,Queens County,12/28/2019,08:43 AM,08 AM
QL19009959,40.75725,-73.81047,11355,P,12/28/2019 12:49 PM,1189,1007,Queens County,12/28/2019,12:49 PM,12 PM
QL19009964,40.74219,-73.93408,11101,P,12/28/2019 08:46 PM,199.01,1004,Queens County,12/28/2019,08:46 PM,08 PM
WL19015684,40.89718,-73.80397,10803,M,12/28/2019 05:30 AM,55,1017,Westchester County,12/28/2019,05:30 AM,05 AM
WL19015695,41.04658,-73.86079,10533,M,12/28/2019 12:28 PM,113,1013,Westchester County,12/28/2019,12:28 PM,12 PM
WL19015703,40.99519,-73.75809,10583,M,12/28/2019 04:47 PM,98,2000,Westchester County,12/28/2019,04:47 PM,04 PM
WL19015709,40.91945,-73.8085,10803,M,12/28/2019 06:28 PM,53,2002,Westchester County,12/28/2019,06:28 PM,06 PM
WL19015717,40.9467,-73.89187,10703,M,12/29/2019 12:37 AM,6.02,4001,Westchester County,12/29/2019,12:37 AM,12 AM
ML19020315,40.78967,-73.96985,10024,P,12/29/2019 07:22 AM,177,6000,New York County,12/29/2019,07:22 AM,07 AM
ML19020324,40.71693,-73.9987,10013,M,12/29/2019 02:43 PM,29.02,2001,New York County,12/29/2019,02:43 PM,02 PM
ML19020325,40.78844,-73.94906,10029,M,12/29/2019 02:46 PM,166,6000,New York County,12/29/2019,02:46 PM,02 PM
WL19015725,40.99255,-73.76091,10583,P,12/29/2019 11:20 AM,98,2026,Westchester County,12/29/2019,11:20 AM,11 AM
WL19015733,41.02727,-73.80238,10530,M,12/29/2019 05:18 PM,108.03,2013,Westchester County,12/29/2019,05:18 PM,05 PM
XL19016894,40.88973,-73.83673,10466,P,12/29/2019 09:08 PM,426,3000,Bronx County,12/29/2019,09:08 PM,09 PM
QL19010003,40.71964,-73.82554,11367,P,12/30/2019 06:16 PM,779.03,3002,Queens County,12/30/2019,06:16 PM,06 PM
XL19016915,40.8747,-73.90357,10463,P,12/30/2019 12:50 PM,273,1003,Bronx County,12/30/2019,12:50 PM,12 PM
ML19020412,40.74907,-73.98603,10016,M,12/31/2019 01:21 PM,76,1000,New York County,12/31/2019,01:21 PM,01 PM
QL19010031,40.74565,-73.92484,11104,P,12/31/2019 04:58 PM,181.01,2001,Queens County,12/31/2019,04:58 PM,04 PM
WL19015783,41.07626,-73.85834,10591,M,12/31/2019 09:47 AM,115,1022,Westchester County,12/31/2019,09:47 AM,09 AM
WL19015786,40.94443,-73.77646,10804,M,12/31/2019 10:08 AM,67,1016,Westchester County,12/31/2019,10:08 AM,10 AM
WL19015788,41.15513,-73.85579,10510,M,12/31/2019 10:30 AM,132.02,2012,Westchester County,12/31/2019,10:30 AM,10 AM
WL19015790,40.92179,-73.88809,10705,P,12/31/2019 11:02 AM,13.01,2013,Westchester County,12/31/2019,11:02 AM,11 AM
WL19015791,41.13282,-73.86576,10510,M,12/31/2019 11:38 AM,132.01,2052,Westchester County,12/31/2019,11:38 AM,11 AM
WL19015796,41.04802,-73.81022,10523,M,12/31/2019 12:29 PM,112,2040,Westchester County,12/31/2019,12:29 PM,12 PM
WL19015799,40.92168,-73.75433,10538,M,12/31/2019 01:02 PM,71,3014,Westchester County,12/31/2019,01:02 PM,01 PM
WL19015805,41.06688,-73.85541,10591,M,12/31/2019 03:56 PM,114.01,2004,Westchester County,12/31/2019,03:56 PM,03 PM
ML20000025,40.72011,-74.00288,10013,P,01/01/2020 08:32 PM,47,2014,New York County,01/01/2020,08:32 PM,08 PM
WL20000016,41.03897,-73.81011,10607,P,01/01/2020 06:26 PM,109.03,4041,Westchester County,01/01/2020,06:26 PM,06 PM
XL20000023,40.81011,-73.92359,10454,M,01/01/2020 08:23 PM,39,2001,Bronx County,01/01/2020,08:23 PM,08 PM
ML20000034,40.76144,-73.95772,10065,P,01/02/2020 07:47 AM,106.02,1000,New York County,01/02/2020,07:47 AM,07 AM
ML20000048,40.70831,-74.00967,10005,P,01/02/2020 11:03 AM,7,1000,New York County,01/02/2020,11:03 AM,11 AM
ML20000070,40.76522,-73.98917,10019,M,01/02/2020 06:42 PM,133,4001,New York County,01/02/2020,06:42 PM,06 PM
QL20000009,40.77278,-73.77558,11361,P,01/02/2020 09:09 AM,1093,3007,Queens County,01/02/2020,09:09 AM,09 AM
QL20000027,40.73859,-73.79726,11365,M,01/02/2020 12:11 PM,1215,1000,Queens County,01/02/2020,12:11 PM,12 PM
QL20000034,40.77709,-73.751,11363,M,01/02/2020 02:36 PM,1483,3017,Queens County,01/02/2020,02:36 PM,02 PM
QL20000035,40.78146,-73.91561,11105,M,01/02/2020 02:37 PM,103,2001,Queens County,01/02/2020,02:37 PM,02 PM
QL20000039,40.71501,-73.80911,11432,P,01/02/2020 06:48 PM,230,1001,Queens County,01/02/2020,06:48 PM,06 PM
WL19014605,40.95903,-73.72984,10543,M,12/06/2019 10:47 AM,74.01,3000,Westchester County,12/06/2019,10:47 AM,10 AM
WL20000024,40.91497,-73.87732,10705,P,01/02/2020 07:49 AM,14.02,2004,Westchester County,01/02/2020,07:49 AM,07 AM
WL20000025,41.06844,-73.79631,10603,M,01/02/2020 08:10 AM,109.01,1017,Westchester County,01/02/2020,08:10 AM,08 AM
WL20000027,40.94163,-73.79154,10804,P,01/02/2020 09:20 AM,67,3010,Westchester County,01/02/2020,09:20 AM,09 AM
WL20000029,41.27285,-73.93081,10566,M,01/02/2020 09:40 AM,141,3018,Westchester County,01/02/2020,09:40 AM,09 AM
WL20000030,40.97406,-73.77287,10583,M,01/02/2020 09:42 AM,98,4012,Westchester County,01/02/2020,09:42 AM,09 AM
WL20000034,40.94288,-73.84153,10708,P,01/02/2020 10:19 AM,22.02,4027,Westchester County,01/02/2020,10:19 AM,10 AM
WL20000038,41.32512,-73.88268,10567,M,01/02/2020 11:03 AM,147.03,2011,Westchester County,01/02/2020,11:03 AM,11 AM
WL20000039,40.96557,-73.71643,10528,M,01/02/2020 11:04 AM,84.04,5008,Westchester County,01/02/2020,11:04 AM,11 AM
WL20000042,40.99334,-73.67689,10573,M,01/02/2020 11:50 AM,79.01,2012,Westchester County,01/02/2020,11:50 AM,11 AM
WL20000051,41.28403,-73.93056,10566,P,01/02/2020 02:26 PM,141,4003,Westchester County,01/02/2020,02:26 PM,02 PM
WL20000058,41.13895,-73.77188,10570,M,01/02/2020 04:39 PM,121.01,2019,Westchester County,01/02/2020,04:39 PM,04 PM
WL20000064,41.01403,-73.6601,10573,M,01/02/2020 06:09 PM,81,1006,Westchester County,01/02/2020,06:09 PM,06 PM
WL20000067,40.89483,-73.7799,10805,M,01/02/2020 08:40 PM,57.04,2002,Westchester County,01/02/2020,08:40 PM,08 PM
XL20000035,40.87804,-73.83322,10475,P,01/02/2020 09:53 AM,462.07,3005,Bronx County,01/02/2020,09:53 AM,09 AM
XL20000038,40.86988,-73.90088,10468,P,01/02/2020 10:21 AM,267.01,1001,Bronx County,01/02/2020,10:21 AM,10 AM
XL20000060,40.85036,-73.78473,10464,P,01/02/2020 02:36 PM,516.01,1016,Bronx County,01/02/2020,02:36 PM,02 PM
XL20000080,40.84806,-73.78439,10464,P,01/02/2020 08:58 PM,516.01,3004,Bronx County,01/02/2020,08:58 PM,08 PM
ML20000086,40.77867,-73.97964,10023,P,01/03/2020 07:27 AM,157,5000,New York County,01/03/2020,07:27 AM,07 AM
ML20000098,40.76302,-73.99364,10036,P,01/03/2020 09:51 AM,129.02,1008,New York County,01/03/2020,09:51 AM,09 AM
ML20000104,40.72358,-73.99272,10002,P,01/03/2020 11:40 AM,36.01,3001,New York County,01/03/2020,11:40 AM,11 AM
ML20000109,40.79508,-73.96221,10025,M,01/03/2020 12:46 PM,189,2001,New York County,01/03/2020,12:46 PM,12 PM
ML20000120,40.70831,-74.00967,10005,P,01/03/2020 01:57 PM,7,1000,New York County,01/03/2020,01:57 PM,01 PM
ML20000126,40.73986,-73.97775,10016,P,01/03/2020 04:00 PM,66,8002,New York County,01/03/2020,04:00 PM,04 PM
WL20000077,41.17669,-73.8444,10562,M,01/03/2020 09:22 AM,135,1007,Westchester County,01/03/2020,09:22 AM,09 AM
WL20000085,41.2931,-73.85318,10547,M,01/03/2020 10:25 AM,148.05,1023,Westchester County,01/03/2020,10:25 AM,10 AM
WL20000092,40.91572,-73.85657,10704,M,01/03/2020 11:53 AM,24.03,4025,Westchester County,01/03/2020,11:53 AM,11 AM
WL20000094,41.2926,-73.89829,10566,M,01/03/2020 12:39 PM,145,1004,Westchester County,01/03/2020,12:39 PM,12 PM
WL20000097,40.96537,-73.73233,10543,P,01/03/2020 01:06 PM,73,2000,Westchester County,01/03/2020,01:06 PM,01 PM
WL20000108,41.15513,-73.85579,10510,M,01/03/2020 02:33 PM,132.02,2012,Westchester County,01/03/2020,02:33 PM,02 PM
WL20000109,41.02672,-73.68675,10573,M,01/03/2020 02:37 PM,83.02,2004,Westchester County,01/03/2020,02:37 PM,02 PM
WL20000115,41.06688,-73.85541,10591,P,01/03/2020 03:52 PM,114.01,2004,Westchester County,01/03/2020,03:52 PM,03 PM
WL20000118,41.02642,-73.68668,10573,P,01/03/2020 04:25 PM,83.02,2004,Westchester County,01/03/2020,04:25 PM,04 PM
WL20000125,40.96554,-73.7324,10543,M,01/03/2020 08:06 PM,73,2000,Westchester County,01/03/2020,08:06 PM,08 PM
WL20000127,41.03098,-73.68456,10573,M,01/03/2020 09:47 PM,83.02,3031,Westchester County,01/03/2020,09:47 PM,09 PM
XL20000091,40.83915,-73.86736,10460,M,01/03/2020 08:37 AM,218,3000,Bronx County,01/03/2020,08:37 AM,08 AM
XL20000126,40.82446,-73.8896,10459,P,01/03/2020 03:38 PM,119,3000,Bronx County,01/03/2020,03:38 PM,03 PM
WL20000082,40.96739,-73.78774,10804,M,01/03/2020 10:01 AM,68.01,3015,Westchester County,01/03/2020,10:01 AM,10 AM
ML20000162,40.77203,-73.95602,10075,P,01/04/2020 12:58 PM,134,1000,New York County,01/04/2020,12:58 PM,12 PM
ML20000174,40.78086,-73.9588,10028,P,01/04/2020 03:41 PM,150.02,2001,New York County,01/04/2020,03:41 PM,03 PM
ML20000176,40.75746,-73.97168,10022,P,01/04/2020 03:59 PM,100,1004,New York County,01/04/2020,03:59 PM,03 PM
ML20000184,40.75341,-73.99632,10001,M,01/04/2020 06:11 PM,111,2005,New York County,01/04/2020,06:11 PM,06 PM
ML20000195,40.71174,-74.00029,10038,P,01/04/2020 10:57 PM,27,1005,New York County,01/04/2020,10:57 PM,10 PM
QL20000074,40.76957,-73.80557,11358,P,01/04/2020 08:07 AM,1151,1001,Queens County,01/04/2020,08:07 AM,08 AM
QL20000075,40.76761,-73.76608,11361,P,01/04/2020 09:13 AM,1113,3007,Queens County,01/04/2020,09:13 AM,09 AM
QL20000084,40.75937,-73.79054,11358,M,01/04/2020 12:22 PM,1175,4007,Queens County,01/04/2020,12:22 PM,12 PM
QL20000086,40.74584,-73.71737,11004,P,01/04/2020 02:00 PM,1551.04,4005,Queens County,01/04/2020,02:00 PM,02 PM
QL20000094,40.75937,-73.79054,11358,M,01/04/2020 06:37 PM,1175,4007,Queens County,01/04/2020,06:37 PM,06 PM
WL20000133,41.33703,-73.78707,10535,M,01/04/2020 07:51 AM,148.06,5015,Westchester County,01/04/2020,07:51 AM,07 AM
WL20000134,40.91813,-73.90502,10705,P,01/04/2020 08:53 AM,2.02,3005,Westchester County,01/04/2020,08:53 AM,08 AM
WL20000135,40.94758,-73.76659,10538,P,01/04/2020 09:41 AM,70,4001,Westchester County,01/04/2020,09:41 AM,09 AM
WL20000136,41.17144,-73.77769,10514,P,01/04/2020 10:33 AM,131.04,2006,Westchester County,01/04/2020,10:33 AM,10 AM
WL20000139,41.19661,-73.72182,10549,M,01/04/2020 11:04 AM,130,3012,Westchester County,01/04/2020,11:04 AM,11 AM
WL20000146,40.95704,-73.82185,10707,M,01/04/2020 12:03 PM,48.02,5006,Westchester County,01/04/2020,12:03 PM,12 PM
WL20000149,40.938,-73.76146,10538,P,01/04/2020 12:16 PM,70,3015,Westchester County,01/04/2020,12:16 PM,12 PM
XL20000156,40.88983,-73.84283,10466,P,01/04/2020 09:39 AM,426,1003,Bronx County,01/04/2020,09:39 AM,09 AM
XL20000158,40.88496,-73.83033,10466,M,01/04/2020 11:05 AM,462.09,1008,Bronx County,01/04/2020,11:05 AM,11 AM
ML20000206,40.86665,-73.92415,10034,P,01/05/2020 10:09 AM,295,3001,New York County,01/05/2020,10:09 AM,10 AM
WL20000171,40.95568,-73.81611,10709,P,01/05/2020 11:38 AM,51,1007,Westchester County,01/05/2020,11:38 AM,11 AM
WL20000172,40.96344,-73.77793,10804,M,01/05/2020 11:51 AM,68.02,2015,Westchester County,01/05/2020,11:51 AM,11 AM
WL20000185,41.08629,-73.86259,10591,M,01/05/2020 09:30 PM,116.02,3007,Westchester County,01/05/2020,09:30 PM,09 PM
WL20000189,41.21456,-73.90056,10520,M,01/06/2020 02:03 AM,139,4000,Westchester County,01/06/2020,02:03 AM,02 AM
XL20000199,40.86468,-73.8996,10468,P,01/05/2020 11:53 AM,265,4001,Bronx County,01/05/2020,11:53 AM,11 AM
ML19012935,40.74192,-73.99725,10011,P,08/27/2019 12:38 PM,87,2000,New York County,08/27/2019,12:38 PM,12 PM
ML20000241,40.78879,-73.97358,10024,P,01/06/2020 09:04 AM,173,3001,New York County,01/06/2020,09:04 AM,09 AM
ML20000253,40.8243,-73.94746,10031,P,01/06/2020 12:08 PM,227,1000,New York County,01/06/2020,12:08 PM,12 PM
ML20000255,40.71262,-73.99041,10002,P,01/06/2020 01:32 PM,6,1002,New York County,01/06/2020,01:32 PM,01 PM
ML20000263,40.72277,-73.97672,10009,P,01/06/2020 03:34 PM,26.02,1002,New York County,01/06/2020,03:34 PM,03 PM
ML20000266,40.79277,-73.97133,10025,P,01/06/2020 04:28 PM,183,7001,New York County,01/06/2020,04:28 PM,04 PM
ML20000274,40.71841,-73.99118,10002,P,01/06/2020 07:43 PM,18,6000,New York County,01/06/2020,07:43 PM,07 PM
QL20000119,40.7355,-73.79749,11365,P,01/06/2020 09:57 AM,1223,2003,Queens County,01/06/2020,09:57 AM,09 AM
QL20000120,40.70184,-73.75249,11412,M,01/06/2020 10:12 AM,518,2001,Queens County,01/06/2020,10:12 AM,10 AM
WL20000192,41.26101,-73.91843,10567,M,01/06/2020 08:32 AM,146.06,1011,Westchester County,01/06/2020,08:32 AM,08 AM
WL20000195,41.13997,-73.77855,10570,M,01/06/2020 09:17 AM,122.01,4006,Westchester County,01/06/2020,09:17 AM,09 AM
WL20000196,41.14289,-73.68193,10504,M,01/06/2020 09:28 AM,123.04,1012,Westchester County,01/06/2020,09:28 AM,09 AM
WL20000197,40.91974,-73.80836,10803,M,01/06/2020 09:31 AM,53,1012,Westchester County,01/06/2020,09:31 AM,09 AM
WL20000205,40.91314,-73.90096,10705,M,01/06/2020 10:19 AM,2.03,2008,Westchester County,01/06/2020,10:19 AM,10 AM
WL20000206,41.1898,-73.87133,10562,P,01/06/2020 10:41 AM,137,1000,Westchester County,01/06/2020,10:41 AM,10 AM
WL20000208,40.96522,-73.73226,10543,P,01/06/2020 11:04 AM,73,2000,Westchester County,01/06/2020,11:04 AM,11 AM
WL20000209,41.15001,-73.66764,10504,M,01/06/2020 11:35 AM,123.04,1002,Westchester County,01/06/2020,11:35 AM,11 AM
WL20000211,41.07465,-73.77472,10595,P,01/06/2020 11:49 AM,119.02,2034,Westchester County,01/06/2020,11:49 AM,11 AM
WL20000217,41.18998,-73.86916,10562,P,01/06/2020 12:54 PM,137,1011,Westchester County,01/06/2020,12:54 PM,12 PM
WL20000219,41.1325,-73.79411,10570,M,01/06/2020 01:04 PM,122.02,5028,Westchester County,01/06/2020,01:04 PM,01 PM
WL20000221,41.28607,-73.92334,10566,M,01/06/2020 01:23 PM,141,1012,Westchester County,01/06/2020,01:23 PM,01 PM
WL20000226,40.96351,-73.80215,10709,M,01/06/2020 02:15 PM,50.02,3013,Westchester County,01/06/2020,02:15 PM,02 PM
WL20000229,41.08779,-73.86187,10591,M,01/06/2020 02:58 PM,116.02,3000,Westchester County,01/06/2020,02:58 PM,02 PM
WL20000230,40.92319,-73.76329,10538,P,01/06/2020 03:11 PM,71,2021,Westchester County,01/06/2020,03:11 PM,03 PM
WL20000231,41.07662,-73.77695,10595,P,01/06/2020 03:42 PM,119.02,2016,Westchester County,01/06/2020,03:42 PM,03 PM
WL20000232,41.20668,-73.8929,10520,M,01/06/2020 03:44 PM,139,3007,Westchester County,01/06/2020,03:44 PM,03 PM
WL20000233,41.21449,-73.90148,10520,M,01/06/2020 04:11 PM,139,4000,Westchester County,01/06/2020,04:11 PM,04 PM
WL20000234,40.98962,-73.72138,10528,M,01/06/2020 06:45 PM,85,1030,Westchester County,01/06/2020,06:45 PM,06 PM
XL20000264,40.83082,-73.8172,10465,P,01/06/2020 03:23 PM,160,1009,Bronx County,01/06/2020,03:23 PM,03 PM
ML20000283,40.72939,-74.00102,10012,P,01/07/2020 06:52 AM,65,3001,New York County,01/07/2020,06:52 AM,06 AM
ML20000308,40.71393,-73.99181,10002,M,01/07/2020 02:43 PM,6,1000,New York County,01/07/2020,02:43 PM,02 PM
ML20000312,40.81058,-73.96217,10027,M,01/07/2020 02:56 PM,205,1007,New York County,01/07/2020,02:56 PM,02 PM
ML20000318,40.71684,-74.002,10013,P,01/07/2020 04:31 PM,31,1007,New York County,01/07/2020,04:31 PM,04 PM
ML20000332,40.76657,-73.99042,10019,M,01/07/2020 09:38 PM,135.01,2003,New York County,01/07/2020,09:38 PM,09 PM
QL20000159,40.75741,-73.94517,11101,M,01/07/2020 09:07 AM,85,2005,Queens County,01/07/2020,09:07 AM,09 AM
QL20000161,40.71546,-73.83234,11375,P,01/07/2020 09:29 AM,757.01,3002,Queens County,01/07/2020,09:29 AM,09 AM
QL20000163,40.76649,-73.83341,11354,P,01/07/2020 10:13 AM,869,2021,Queens County,01/07/2020,10:13 AM,10 AM
QL20000166,40.75447,-73.76469,11364,M,01/07/2020 10:19 AM,1441,4002,Queens County,01/07/2020,10:19 AM,10 AM
QL20000178,40.75377,-73.91858,11101,P,01/07/2020 11:34 AM,159,3001,Queens County,01/07/2020,11:34 AM,11 AM
QL20000186,40.76097,-73.76438,11361,M,01/07/2020 01:27 PM,1471,2004,Queens County,01/07/2020,01:27 PM,01 PM
QL20000196,40.64463,-73.77737,11430,P,01/07/2020 04:56 PM,716,1051,Queens County,01/07/2020,04:56 PM,04 PM
WL20000256,41.12061,-73.70906,10504,P,01/07/2020 08:35 AM,123.03,3036,Westchester County,01/07/2020,08:35 AM,08 AM
WL20000257,41.18135,-73.85912,10562,P,01/07/2020 08:47 AM,137,1039,Westchester County,01/07/2020,08:47 AM,08 AM
WL20000260,41.04609,-73.81998,10607,P,01/07/2020 09:38 AM,111.01,3001,Westchester County,01/07/2020,09:38 AM,09 AM
WL20000262,40.99319,-73.78588,10583,M,01/07/2020 09:44 AM,99,3006,Westchester County,01/07/2020,09:44 AM,09 AM
WL20000263,40.89268,-73.81401,10803,P,01/07/2020 09:46 AM,55,4007,Westchester County,01/07/2020,09:46 AM,09 AM
WL20000264,40.99319,-73.78588,10583,M,01/07/2020 09:46 AM,99,3006,Westchester County,01/07/2020,09:46 AM,09 AM
WL20000265,40.945,-73.87767,10701,P,01/07/2020 09:56 AM,16,4009,Westchester County,01/07/2020,09:56 AM,09 AM
WL20000266,41.12051,-73.76932,10594,M,01/07/2020 10:02 AM,121.02,3024,Westchester County,01/07/2020,10:02 AM,10 AM
WL20000268,40.92716,-73.79278,10801,M,01/07/2020 10:21 AM,66,3004,Westchester County,01/07/2020,10:21 AM,10 AM
WL20000275,41.0902,-73.81182,10532,M,01/07/2020 11:35 AM,9810,1016,Westchester County,01/07/2020,11:35 AM,11 AM
WL20000276,41.29494,-73.91543,10566,M,01/07/2020 11:40 AM,144,2008,Westchester County,01/07/2020,11:40 AM,11 AM
WL20000285,41.03712,-73.85972,10533,P,01/07/2020 01:48 PM,113,1021,Westchester County,01/07/2020,01:48 PM,01 PM
WL20000298,41.00582,-73.73206,10605,M,01/07/2020 06:12 PM,97.03,3002,Westchester County,01/07/2020,06:12 PM,06 PM
XL20000296,40.8232,-73.80872,10465,M,01/07/2020 11:55 AM,138,1024,Bronx County,01/07/2020,11:55 AM,11 AM
XL20000297,40.85471,-73.89513,10457,P,01/07/2020 12:13 PM,385,4003,Bronx County,01/07/2020,12:13 PM,12 PM
XL20000298,40.85779,-73.90676,10453,P,01/07/2020 12:24 PM,251,5001,Bronx County,01/07/2020,12:24 PM,12 PM
XL20000322,40.84438,-73.83463,10461,P,01/07/2020 05:53 PM,266.02,3003,Bronx County,01/07/2020,05:53 PM,05 PM
ML20000340,40.72012,-73.99923,10013,P,01/08/2020 08:27 AM,45,1009,New York County,01/08/2020,08:27 AM,08 AM
ML20000357,40.73754,-74.0057,10014,M,01/08/2020 11:16 AM,79,4006,New York County,01/08/2020,11:16 AM,11 AM
ML20000372,40.70765,-74.0031,11201,M,01/08/2020 03:15 PM,15.01,3009,New York County,01/08/2020,03:15 PM,03 PM
ML20000377,40.7809,-73.95485,10128,P,01/08/2020 04:35 PM,148.02,3000,New York County,01/08/2020,04:35 PM,04 PM
ML20000385,40.75752,-73.97584,10022,M,01/08/2020 06:48 PM,102,1012,New York County,01/08/2020,06:48 PM,06 PM
