TicketNumber,Latitude,Longitude,Zip,ClassificationType,CensusTract,CensusBlock,CountyName,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
XL19014937,40.858470000000004,-73.8525,10469,M,318.0,2008,Bronx County,11/18/2019,01:56 PM,01 PM,318,2008,Bronx County,360050318002008,031800,Census Tract 318,2008,Block 2008
XL19015393,40.83763,-73.85384,10462,M,222.0,1003,Bronx County,11/26/2019,10:08 AM,10 AM,222,1003,Bronx County,360050222001003,022200,Census Tract 222,1003,Block 1003
XL19015764,40.85045,-73.7844,10464,M,516.01,1016,Bronx County,12/05/2019,11:04 AM,11 AM,516,1016,Bronx County,360050516001016,051600,Census Tract 516,1016,Block 1016
XL19015808,40.85629,-73.89372,10458,P,385.0,2001,Bronx County,12/06/2019,11:07 AM,11 AM,385,2001,Bronx County,360050385002001,038500,Census Tract 385,2001,Block 2001
XL19015830,40.87243,-73.89894,10468,M,267.02,1001,Bronx County,12/06/2019,02:31 PM,02 PM,267.02,1001,Bronx County,360050267021001,026702,Census Tract 267.02,1001,Block 1001
XL19015874,40.82285,-73.87933000000001,10473,P,28.0,1010,Bronx County,12/07/2019,12:24 PM,12 PM,28,1010,Bronx County,360050028001010,002800,Census Tract 28,1010,Block 1010
XL19015893,40.88796,-73.90938,10463,P,297.0,1005,Bronx County,12/07/2019,11:02 PM,11 PM,297,1005,Bronx County,360050297001005,029700,Census Tract 297,1005,Block 1005
ML19007215,40.74306,-73.9842,10016,P,68.0,1000,New York County,05/09/2019,08:43 AM,08 AM,68,1000,New York County,360610068001000,006800,Census Tract 68,1000,Block 1000
ML19018780,40.73065,-73.98306,10009,P,34.0,4001,New York County,11/27/2019,10:06 AM,10 AM,34,4001,New York County,360610034004001,003400,Census Tract 34,4001,Block 4001
ML19019323,40.72398,-73.98605,10009,M,32.0,4000,New York County,12/08/2019,09:32 AM,09 AM,32,4000,New York County,360610032004000,003200,Census Tract 32,4000,Block 4000
ML19019325,40.716390000000004,-73.9948,10002,P,16.0,1002,New York County,12/08/2019,10:05 AM,10 AM,16,1002,New York County,360610016001002,001600,Census Tract 16,1002,Block 1002
ML19019328,40.722159999999995,-74.01168,10013,M,39.0,2000,New York County,12/08/2019,12:21 PM,12 PM,39,1017,New York County,360610039001017,003900,Census Tract 39,1017,Block 1017
ML19019360,40.71669,-73.9863,10002,P,14.02,2006,New York County,12/09/2019,12:26 AM,12 AM,14.02,2006,New York County,360610014022006,001402,Census Tract 14.02,2006,Block 2006
ML19019364,40.722559999999994,-74.00142,10013,P,47.0,2010,New York County,12/09/2019,08:52 AM,08 AM,47,2010,New York County,360610047002010,004700,Census Tract 47,2010,Block 2010
ML19019382,40.7781,-73.94555,10128,M,152.0,5000,New York County,12/09/2019,02:57 PM,02 PM,152,5000,New York County,360610152005000,015200,Census Tract 152,5000,Block 5000
ML19019440,40.74263,-74.00043000000001,10011,P,89.0,2001,New York County,12/10/2019,03:58 PM,03 PM,89,2001,New York County,360610089002001,008900,Census Tract 89,2001,Block 2001
QL19009326,40.739309999999996,-73.78566,11365,M,1347.01,1002,Queens County,12/08/2019,10:32 AM,10 AM,1347,1002,Queens County,360811347001002,134700,Census Tract 1347,1002,Block 1002
QL19009332,40.73488,-73.74941,11427,P,1291.02,4005,Queens County,12/08/2019,07:55 PM,07 PM,1291.02,4004,Queens County,360811291024004,129102,Census Tract 1291.02,4004,Block 4004
QL19009334,40.742090000000005,-73.77583,11365,M,1347.02,2001,Queens County,12/08/2019,08:50 PM,08 PM,1347,2001,Queens County,360811347002001,134700,Census Tract 1347,2001,Block 2001
QL19009338,40.73057,-73.72516999999999,11426,P,1621.0,1001,Queens County,12/09/2019,08:37 AM,08 AM,1621,1001,Queens County,360811621001001,162100,Census Tract 1621,1001,Block 1001
WL19014689,40.981809999999996,-73.70115,10580,M,77.0,3006,Westchester County,12/08/2019,10:17 AM,10 AM,77,3006,Westchester County,361190077003006,007700,Census Tract 77,3006,Block 3006
WL19014762,41.26099,-73.77553,10598,M,148.09,4043,Westchester County,12/10/2019,01:13 PM,01 PM,148.09,4043,Westchester County,361190148094043,014809,Census Tract 148.09,4043,Block 4043
XL19015908,40.84474,-73.90759,10457,M,229.02,1000,Bronx County,12/08/2019,10:11 AM,10 AM,229.02,1000,Bronx County,360050229021000,022902,Census Tract 229.02,1000,Block 1000
XL19015986,40.83082,-73.8172,10465,P,160.0,1009,Bronx County,12/10/2019,09:01 AM,09 AM,160,1009,Bronx County,360050160001009,016000,Census Tract 160,1009,Block 1009
XL19015991,40.8192,-73.89576,10459,M,87.0,2002,Bronx County,12/10/2019,10:07 AM,10 AM,87,2002,Bronx County,360050087002002,008700,Census Tract 87,2002,Block 2002
XL19016000,40.80867,-73.85194,10473,M,4.0,3002,Bronx County,12/10/2019,12:05 PM,12 PM,4,3002,Bronx County,360050004003002,000400,Census Tract 4,3002,Block 3002
ML19018545,40.85471,-73.92798,10040,P,277.0,3001,New York County,11/23/2019,01:45 PM,01 PM,277,3001,New York County,360610277003001,027700,Census Tract 277,3001,Block 3001
ML19019473,40.7435,-74.00185,10011,M,89.0,2001,New York County,12/11/2019,11:54 AM,11 AM,89,2001,New York County,360610089002001,008900,Census Tract 89,2001,Block 2001
ML19019474,40.74613,-73.99788000000001,10001,M,93.0,1002,New York County,12/11/2019,11:55 AM,11 AM,93,1002,New York County,360610093001002,009300,Census Tract 93,1002,Block 1002
ML19019504,40.78855,-73.94898,10029,M,166.0,6000,New York County,12/11/2019,08:26 PM,08 PM,166,6000,New York County,360610166006000,016600,Census Tract 166,6000,Block 6000
QL19009422,40.74645,-73.82433,11355,P,799.0,1005,Queens County,12/11/2019,11:22 AM,11 AM,799,1005,Queens County,360810799001005,079900,Census Tract 799,1005,Block 1005
WL19014785,40.97056,-73.78154,10804,M,68.01,3011,Westchester County,12/11/2019,09:49 AM,09 AM,68.01,3011,Westchester County,361190068013011,006801,Census Tract 68.01,3011,Block 3011
WL19014798,41.22299,-73.71500999999999,10507,M,128.04,1027,Westchester County,12/11/2019,12:00 PM,12 PM,128.02,1027,Westchester County,361190128021027,012802,Census Tract 128.02,1027,Block 1027
WL19014811,40.94234,-73.75574,10538,M,69.0,3036,Westchester County,12/11/2019,04:20 PM,04 PM,69,3036,Westchester County,361190069003036,006900,Census Tract 69,3036,Block 3036
ML19019523,40.737120000000004,-74.00575,10014,P,77.0,3007,New York County,12/12/2019,09:56 AM,09 AM,77,3007,New York County,360610077003007,007700,Census Tract 77,3007,Block 3007
ML19019532,40.7238,-73.98564,10009,M,32.0,4000,New York County,12/12/2019,11:32 AM,11 AM,32,4000,New York County,360610032004000,003200,Census Tract 32,4000,Block 4000
ML19019555,40.753409999999995,-73.99632,10001,M,111.0,2005,New York County,12/12/2019,10:33 PM,10 PM,111,2005,New York County,360610111002005,011100,Census Tract 111,2005,Block 2005
QL19009497,40.78775,-73.78822,11360,P,997.05,1020,Queens County,12/12/2019,09:14 PM,09 PM,997.05,1018,Queens County,360810997051018,099705,Census Tract 997.05,1018,Block 1018
WL19014826,41.06227,-73.8088,10523,M,110.0,1016,Westchester County,12/12/2019,09:05 AM,09 AM,110,1016,Westchester County,361190110001016,011000,Census Tract 110,1016,Block 1016
WL19014837,41.15879,-73.77559000000001,10514,M,131.04,4017,Westchester County,12/12/2019,12:03 PM,12 PM,131.04,4017,Westchester County,361190131044017,013104,Census Tract 131.04,4017,Block 4017
WL19014844,41.185790000000004,-73.73719,10549,M,131.02,4001,Westchester County,12/12/2019,01:48 PM,01 PM,131.02,4001,Westchester County,361190131024001,013102,Census Tract 131.02,4001,Block 4001
WL19014851,40.91237,-73.84387,10550,P,36.0,2008,Westchester County,12/12/2019,05:01 PM,05 PM,36,2008,Westchester County,361190036002008,003600,Census Tract 36,2008,Block 2008
WL19014853,40.99958,-73.7466,10605,M,97.03,3020,Westchester County,12/12/2019,05:19 PM,05 PM,97.03,3020,Westchester County,361190097033020,009703,Census Tract 97.03,3020,Block 3020
WL19014862,41.00974,-73.81111,10583,M,108.01,2018,Westchester County,12/12/2019,08:43 PM,08 PM,108.01,2018,Westchester County,361190108012018,010801,Census Tract 108.01,2018,Block 2018
WL19014863,40.94951,-73.71333,10580,M,75.0,3026,Westchester County,12/12/2019,09:53 PM,09 PM,75,3026,Westchester County,361190075003026,007500,Census Tract 75,3026,Block 3026
ML19019584,40.75009,-73.99499,10001,P,101.0,1005,New York County,12/13/2019,01:18 PM,01 PM,101,1005,New York County,360610101001005,010100,Census Tract 101,1005,Block 1005
QL19009529,40.769870000000004,-73.77506,11361,M,1097.0,2001,Queens County,12/13/2019,05:14 PM,05 PM,1097,2001,Queens County,360811097002001,109700,Census Tract 1097,2001,Block 2001
QL19009535,40.75014,-73.80745999999999,11358,M,1207.01,2004,Queens County,12/13/2019,09:44 PM,09 PM,1207,2004,Queens County,360811207002004,120700,Census Tract 1207,2004,Block 2004
WL19014871,40.95448,-73.8207,10707,M,48.02,5008,Westchester County,12/13/2019,07:46 AM,07 AM,48,5008,Westchester County,361190048005008,004800,Census Tract 48,5008,Block 5008
WL19014873,40.99955,-73.76225,10605,P,97.01,1011,Westchester County,12/13/2019,08:25 AM,08 AM,97.01,1011,Westchester County,361190097011011,009701,Census Tract 97.01,1011,Block 1011
WL19014876,41.0644,-73.76751,10603,P,123.01,1025,Westchester County,12/13/2019,09:02 AM,09 AM,123.01,1025,Westchester County,361190123011025,012301,Census Tract 123.01,1025,Block 1025
WL19014880,40.96353,-73.77774000000001,10804,M,68.02,2015,Westchester County,12/13/2019,09:28 AM,09 AM,68.02,2015,Westchester County,361190068022015,006802,Census Tract 68.02,2015,Block 2015
WL19014883,41.13585,-73.79028000000001,10570,M,122.02,6007,Westchester County,12/13/2019,09:53 AM,09 AM,122,6007,Westchester County,361190122006007,012200,Census Tract 122,6007,Block 6007
WL19014884,40.96546,-73.86791,10710,M,19.0,1008,Westchester County,12/13/2019,10:23 AM,10 AM,19,1008,Westchester County,361190019001008,001900,Census Tract 19,1008,Block 1008
WL19014891,41.0609,-73.86277,10591,M,114.02,1005,Westchester County,12/13/2019,11:12 AM,11 AM,114,1005,Westchester County,361190114001005,011400,Census Tract 114,1005,Block 1005
WL19014907,41.03845,-73.74811,10604,M,87.0,3000,Westchester County,12/13/2019,01:42 PM,01 PM,87,3000,Westchester County,361190087003000,008700,Census Tract 87,3000,Block 3000
WL19014911,41.03632,-73.83689,10607,P,111.01,4008,Westchester County,12/13/2019,02:00 PM,02 PM,111.01,4008,Westchester County,361190111014008,011101,Census Tract 111.01,4008,Block 4008
WL19014912,41.01425,-73.84056,10502,M,106.0,2004,Westchester County,12/13/2019,02:12 PM,02 PM,106,2004,Westchester County,361190106002004,010600,Census Tract 106,2004,Block 2004
WL19014916,40.996179999999995,-73.82048,10583,M,107.01,4014,Westchester County,12/13/2019,04:01 PM,04 PM,107.01,4014,Westchester County,361190107014014,010701,Census Tract 107.01,4014,Block 4014
WL19014917,41.105709999999995,-73.79385,10532,M,120.0,3019,Westchester County,12/13/2019,04:10 PM,04 PM,120,3019,Westchester County,361190120003019,012000,Census Tract 120,3019,Block 3019
WL19014921,40.9805,-73.83081999999999,10710,M,21.01,2008,Westchester County,12/13/2019,05:02 PM,05 PM,21.01,2008,Westchester County,361190021012008,002101,Census Tract 21.01,2008,Block 2008
WL19014925,41.20606,-73.89231,10520,M,139.0,3005,Westchester County,12/13/2019,09:06 PM,09 PM,139,3005,Westchester County,361190139003005,013900,Census Tract 139,3005,Block 3005
WL19014932,40.92857,-73.79673000000001,10804,P,66.0,2008,Westchester County,12/14/2019,03:29 AM,03 AM,66,2008,Westchester County,361190066002008,006600,Census Tract 66,2008,Block 2008
XL19016133,40.846709999999995,-73.88547,10460,M,371.0,1002,Bronx County,12/13/2019,09:23 AM,09 AM,371,1002,Bronx County,360050371001002,037100,Census Tract 371,1002,Block 1002
XL19016146,40.87875,-73.84629,10469,P,386.0,2007,Bronx County,12/13/2019,11:56 AM,11 AM,386,2007,Bronx County,360050386002007,038600,Census Tract 386,2007,Block 2007
XL19016163,40.864020000000004,-73.86327,10467,P,328.0,1003,Bronx County,12/13/2019,04:20 PM,04 PM,328,1003,Bronx County,360050328001003,032800,Census Tract 328,1003,Block 1003
ML19019629,40.736340000000006,-74.00832,10014,P,79.0,2002,New York County,12/14/2019,10:28 AM,10 AM,79,2002,New York County,360610079002002,007900,Census Tract 79,2002,Block 2002
QL19009542,40.77655,-73.7735,11360,P,1093.0,2005,Queens County,12/14/2019,10:36 AM,10 AM,1093,2005,Queens County,360811093002005,109300,Census Tract 1093,2005,Block 2005
WL19014941,41.20896,-73.88792,10520,M,139.0,4026,Westchester County,12/14/2019,09:59 AM,09 AM,139,4026,Westchester County,361190139004026,013900,Census Tract 139,4026,Block 4026
WL19014943,40.94641,-73.7634,10538,M,70.0,3000,Westchester County,12/14/2019,09:49 AM,09 AM,70,3000,Westchester County,361190070003000,007000,Census Tract 70,3000,Block 3000
WL19014945,40.9378,-73.72963,10543,P,72.0,2009,Westchester County,12/14/2019,11:09 AM,11 AM,72,2023,Westchester County,361190072002023,007200,Census Tract 72,2023,Block 2023
WL19014949,40.93824,-73.86559,10701,P,23.0,1000,Westchester County,12/14/2019,11:54 AM,11 AM,23,1000,Westchester County,361190023001000,002300,Census Tract 23,1000,Block 1000
WL19014956,40.99481,-73.78076,10583,M,99.0,3008,Westchester County,12/14/2019,01:11 PM,01 PM,99,3008,Westchester County,361190099003008,009900,Census Tract 99,3008,Block 3008
WL19014973,40.97671,-73.77443000000001,10583,P,98.0,1015,Westchester County,12/14/2019,06:45 PM,06 PM,98,1015,Westchester County,361190098001015,009800,Census Tract 98,1015,Block 1015
XL19016123,40.82798,-73.92585,10452,M,63.02,1003,Bronx County,12/12/2019,08:35 PM,08 PM,63,1003,Bronx County,360050063001003,006300,Census Tract 63,1003,Block 1003
ML19019678,40.72398,-73.98605,10009,M,32.0,4000,New York County,12/15/2019,09:58 AM,09 AM,32,4000,New York County,360610032004000,003200,Census Tract 32,4000,Block 4000
QL19009566,40.73512,-73.70555,11001,P,1579.03,3000,Queens County,12/15/2019,10:52 AM,10 AM,1579.03,3000,Queens County,360811579033000,157903,Census Tract 1579.03,3000,Block 3000
WL19014984,40.9984,-73.71722,10580,M,85.0,2007,Westchester County,12/15/2019,09:49 AM,09 AM,85,2007,Westchester County,361190085002007,008500,Census Tract 85,2007,Block 2007
WL19015001,41.16409,-73.77739,10514,M,131.04,3021,Westchester County,12/16/2019,03:42 AM,03 AM,131.04,3021,Westchester County,361190131043021,013104,Census Tract 131.04,3021,Block 3021
ML19019021,40.77458,-73.96401999999999,10021,P,130.0,4000,New York County,12/02/2019,01:46 PM,01 PM,130,4000,New York County,360610130004000,013000,Census Tract 130,4000,Block 4000
ML19019721,40.7453,-73.98685,10001,M,76.0,2004,New York County,12/16/2019,09:41 AM,09 AM,76,2004,New York County,360610076002004,007600,Census Tract 76,2004,Block 2004
ML19019737,40.72605,-74.00962,10013,M,37.0,1009,New York County,12/16/2019,01:07 PM,01 PM,37,1009,New York County,360610037001009,003700,Census Tract 37,1009,Block 1009
QL19009583,40.73467,-73.74934,11427,M,1291.02,4004,Queens County,12/16/2019,10:44 AM,10 AM,1291.02,4004,Queens County,360811291024004,129102,Census Tract 1291.02,4004,Block 4004
QL19009591,40.72132,-73.81138,11367,P,779.04,2003,Queens County,12/16/2019,12:28 PM,12 PM,779.04,2000,Queens County,360810779042000,077904,Census Tract 779.04,2000,Block 2000
QL19009593,40.72203,-73.81674,11367,M,779.04,4000,Queens County,12/16/2019,12:53 PM,12 PM,779.04,4000,Queens County,360810779044000,077904,Census Tract 779.04,4000,Block 4000
QL19009602,40.77505,-73.9193,11102,P,97.0,3000,Queens County,12/16/2019,07:27 PM,07 PM,97,3000,Queens County,360810097003000,009700,Census Tract 97,3000,Block 3000
QL19009607,40.73445,-73.74931,11427,M,1291.02,4005,Queens County,12/16/2019,11:00 PM,11 PM,1291.02,4005,Queens County,360811291024005,129102,Census Tract 1291.02,4005,Block 4005
WL19015010,41.26082,-73.94069,10511,P,140.0,1019,Westchester County,12/16/2019,10:31 AM,10 AM,140,1019,Westchester County,361190140001019,014000,Census Tract 140,1019,Block 1019
WL19015027,40.92655,-73.73425999999999,10543,P,72.0,4002,Westchester County,12/16/2019,01:29 PM,01 PM,72,4002,Westchester County,361190072004002,007200,Census Tract 72,4002,Block 4002
WL19015037,40.95432,-73.81212,10709,P,51.0,2006,Westchester County,12/16/2019,03:11 PM,03 PM,51,2006,Westchester County,361190051002006,005100,Census Tract 51,2006,Block 2006
WL19015045,40.98579,-73.83281,10583,M,107.01,2019,Westchester County,12/16/2019,05:00 PM,05 PM,107.01,2019,Westchester County,361190107012019,010701,Census Tract 107.01,2019,Block 2019
WL19015048,40.95252,-73.86607,10701,P,17.01,4008,Westchester County,12/16/2019,05:16 PM,05 PM,17,4008,Westchester County,361190017004008,001700,Census Tract 17,4008,Block 4008
XL19016269,40.86115,-73.89699999999999,10458,M,237.02,1001,Bronx County,12/16/2019,08:21 AM,08 AM,237.02,1001,Bronx County,360050237021001,023702,Census Tract 237.02,1001,Block 1001
XL19016292,40.82188,-73.80963,10465,M,138.0,1026,Bronx County,12/16/2019,01:21 PM,01 PM,138,1026,Bronx County,360050138001026,013800,Census Tract 138,1026,Block 1026
XL19016314,40.89674,-73.84227,10466,M,448.0,1002,Bronx County,12/16/2019,06:19 PM,06 PM,448,1002,Bronx County,360050448001002,044800,Census Tract 448,1002,Block 1002
ML19009535,40.77043,-73.96011,10021,M,126.01,1001,New York County,06/19/2019,09:48 AM,09 AM,126,1001,New York County,360610126001001,012600,Census Tract 126,1001,Block 1001
ML19018792,40.756640000000004,-73.98046,10036,P,96.0,1003,New York County,11/27/2019,11:44 AM,11 AM,96,1003,New York County,360610096001003,009600,Census Tract 96,1003,Block 1003
ML19019780,40.76903,-73.9849,10019,M,145.0,4000,New York County,12/17/2019,07:48 AM,07 AM,145,4000,New York County,360610145004000,014500,Census Tract 145,4000,Block 4000
ML19019789,40.74595,-73.99801,10011,M,91.0,3000,New York County,12/17/2019,11:15 AM,11 AM,91,3000,New York County,360610091003000,009100,Census Tract 91,3000,Block 3000
QL19009647,40.76435,-73.7344,11362,P,1507.02,2009,Queens County,12/17/2019,06:56 PM,06 PM,1507.02,2008,Queens County,360811507022008,150702,Census Tract 1507.02,2008,Block 2008
WL19014408,41.02048,-73.78994,10530,M,108.04,1020,Westchester County,12/02/2019,10:20 AM,10 AM,108.04,1020,Westchester County,361190108041020,010804,Census Tract 108.04,1020,Block 1020
WL19015068,40.94899,-73.83811,10708,M,22.02,3010,Westchester County,12/17/2019,08:41 AM,08 AM,22.02,3010,Westchester County,361190022023010,002202,Census Tract 22.02,3010,Block 3010
WL19015106,40.94811,-73.77764,10804,P,67.0,1008,Westchester County,12/17/2019,05:28 PM,05 PM,67,1008,Westchester County,361190067001008,006700,Census Tract 67,1008,Block 1008
XL19016295,40.90378,-73.89929000000001,10471,P,345.0,2002,Bronx County,12/16/2019,01:58 PM,01 PM,345,2002,Bronx County,360050345002002,034500,Census Tract 345,2002,Block 2002
ML19019847,40.74735,-73.99699,10001,P,95.0,2003,New York County,12/18/2019,11:00 AM,11 AM,95,2003,New York County,360610095002003,009500,Census Tract 95,2003,Block 2003
ML19019861,40.72094,-73.9888,10002,P,30.01,2002,New York County,12/18/2019,01:48 PM,01 PM,30.01,2002,New York County,360610030012002,003001,Census Tract 30.01,2002,Block 2002
WL19015124,40.985170000000004,-73.83343,10710,M,21.01,2000,Westchester County,12/18/2019,08:34 AM,08 AM,107.01,2018,Westchester County,361190107012018,010701,Census Tract 107.01,2018,Block 2018
WL19015125,41.25351,-73.93330999999999,10548,P,146.04,1004,Westchester County,12/18/2019,08:49 AM,08 AM,146.04,1004,Westchester County,361190146041004,014604,Census Tract 146.04,1004,Block 1004
XL19016387,40.87915,-73.85931,10467,P,380.0,2000,Bronx County,12/18/2019,07:28 AM,07 AM,380,2000,Bronx County,360050380002000,038000,Census Tract 380,2000,Block 2000
ML19016350,40.80008,-73.95494000000001,10026,P,216.0,5000,New York County,10/21/2019,10:35 AM,10 AM,216,5000,New York County,360610216005000,021600,Census Tract 216,5000,Block 5000
ML19017813,40.74763,-73.97478000000001,10016,P,78.0,1000,New York County,11/12/2019,08:10 AM,08 AM,78,1000,New York County,360610078001000,007800,Census Tract 78,1000,Block 1000
ML19019901,40.75249,-73.98058,10017,P,82.0,1001,New York County,12/19/2019,11:49 AM,11 AM,82,1001,New York County,360610082001001,008200,Census Tract 82,1001,Block 1001
ML19019909,40.72224,-74.00078,10013,P,47.0,2011,New York County,12/19/2019,01:21 PM,01 PM,47,2011,New York County,360610047002011,004700,Census Tract 47,2011,Block 2011
QL19008983,40.74394,-73.70111,11040,M,1579.01,3000,Queens County,11/26/2019,01:35 PM,01 PM,1579.01,3000,Queens County,360811579013000,157901,Census Tract 1579.01,3000,Block 3000
WL19015172,40.930820000000004,-73.85985,10704,P,24.05,1006,Westchester County,12/19/2019,09:06 AM,09 AM,24.05,1006,Westchester County,361190024051006,002405,Census Tract 24.05,1006,Block 1006
QL19009718,40.718759999999996,-73.74409,11428,M,542.0,2009,Queens County,12/20/2019,06:50 AM,06 AM,542,2009,Queens County,360810542002009,054200,Census Tract 542,2009,Block 2009
QL19009720,40.73194,-73.80404,11365,P,1223.0,3009,Queens County,12/20/2019,08:27 AM,08 AM,1223,3009,Queens County,360811223003009,122300,Census Tract 1223,3009,Block 3009
QL19009753,40.718759999999996,-73.74409,11428,M,542.0,2009,Queens County,12/20/2019,04:26 PM,04 PM,542,2009,Queens County,360810542002009,054200,Census Tract 542,2009,Block 2009
WL19015214,40.94272,-73.85485,10701,M,23.0,2000,Westchester County,12/20/2019,09:38 AM,09 AM,23,2000,Westchester County,361190023002000,002300,Census Tract 23,2000,Block 2000
WL19015215,41.16441,-73.77797,10514,M,131.04,3025,Westchester County,12/20/2019,09:44 AM,09 AM,131.04,3025,Westchester County,361190131043025,013104,Census Tract 131.04,3025,Block 3025
WL19015218,40.964459999999995,-73.87886999999999,10703,P,8.01,1002,Westchester County,12/20/2019,10:21 AM,10 AM,8.01,1002,Westchester County,361190008011002,000801,Census Tract 8.01,1002,Block 1002
WL19015219,40.920190000000005,-73.85088,10704,P,24.03,1008,Westchester County,12/20/2019,10:24 AM,10 AM,24.03,1008,Westchester County,361190024031008,002403,Census Tract 24.03,1008,Block 1008
WL19015230,40.932140000000004,-73.88721,10701,M,11.02,3001,Westchester County,12/20/2019,01:28 PM,01 PM,11.02,3001,Westchester County,361190011023001,001102,Census Tract 11.02,3001,Block 3001
WL19015236,40.94702,-73.85826999999999,10701,M,17.02,2023,Westchester County,12/20/2019,03:25 PM,03 PM,17,2023,Westchester County,361190017002023,001700,Census Tract 17,2023,Block 2023
WL19015237,40.94723,-73.85818,10701,M,17.02,2023,Westchester County,12/20/2019,03:41 PM,03 PM,17,2023,Westchester County,361190017002023,001700,Census Tract 17,2023,Block 2023
WL19015258,40.965140000000005,-73.81758,10709,P,50.02,2020,Westchester County,12/20/2019,10:44 PM,10 PM,50.02,2020,Westchester County,361190050022020,005002,Census Tract 50.02,2020,Block 2020
ML19019998,40.741040000000005,-73.97865,10016,P,66.0,2000,New York County,12/21/2019,01:00 AM,01 AM,66,2000,New York County,360610066002000,006600,Census Tract 66,2000,Block 2000
ML19020011,40.83692,-73.94269,10032,M,245.0,4001,New York County,12/21/2019,09:14 AM,09 AM,245,4001,New York County,360610245004001,024500,Census Tract 245,4001,Block 4001
QL19009767,40.75911,-73.7905,11358,P,1175.0,4007,Queens County,12/21/2019,09:04 AM,09 AM,1175,4007,Queens County,360811175004007,117500,Census Tract 1175,4007,Block 4007
QL19009777,40.74747,-73.71435,11004,M,1551.04,4002,Queens County,12/21/2019,12:02 PM,12 PM,1551.02,4002,Queens County,360811551024002,155102,Census Tract 1551.02,4002,Block 4002
QL19009780,40.7227,-73.80072,11366,M,1265.0,1000,Queens County,12/21/2019,01:19 PM,01 PM,1265,1000,Queens County,360811265001000,126500,Census Tract 1265,1000,Block 1000
QL19009781,40.74747,-73.71435,11004,M,1551.04,4002,Queens County,12/21/2019,01:29 PM,01 PM,1551.02,4002,Queens County,360811551024002,155102,Census Tract 1551.02,4002,Block 4002
QL19009782,40.73985,-73.9279,11101,P,189.0,2006,Queens County,12/21/2019,03:51 PM,03 PM,189,2006,Queens County,360810189002006,018900,Census Tract 189,2006,Block 2006
QL19009784,40.7605,-73.78052,11361,P,1463.0,1003,Queens County,12/21/2019,04:06 PM,04 PM,1463,1003,Queens County,360811463001003,146300,Census Tract 1463,1003,Block 1003
QL19009785,40.75845,-73.78123000000001,11361,P,1463.0,1005,Queens County,12/21/2019,05:15 PM,05 PM,1463,1005,Queens County,360811463001005,146300,Census Tract 1463,1005,Block 1005
QL19009787,40.7225,-73.80099,11432,M,1265.0,1000,Queens County,12/21/2019,05:32 PM,05 PM,1265,1000,Queens County,360811265001000,126500,Census Tract 1265,1000,Block 1000
QL19009788,40.73466,-73.71296,11001,P,1571.01,7012,Queens County,12/21/2019,06:26 PM,06 PM,1571.01,7012,Queens County,360811571017012,157101,Census Tract 1571.01,7012,Block 7012
WL19015277,41.05008,-73.81976,10523,M,112.0,1018,Westchester County,12/21/2019,12:00 PM,12 PM,112,1018,Westchester County,361190112001018,011200,Census Tract 112,1018,Block 1018
WL19015286,41.29717,-73.89402,10566,P,144.0,3000,Westchester County,12/21/2019,01:26 PM,01 PM,144,3000,Westchester County,361190144003000,014400,Census Tract 144,3000,Block 3000
WL19015295,40.93457,-73.89128000000001,10701,P,11.01,2004,Westchester County,12/21/2019,06:00 PM,06 PM,11.01,2004,Westchester County,361190011012004,001101,Census Tract 11.01,2004,Block 2004
WL19015300,40.92993,-73.80587,10708,M,52.0,1010,Westchester County,12/21/2019,07:18 PM,07 PM,52,1010,Westchester County,361190052001010,005200,Census Tract 52,1010,Block 1010
WL19015303,41.154759999999996,-73.85101999999999,10510,M,132.02,2014,Westchester County,12/21/2019,09:38 PM,09 PM,132.02,2014,Westchester County,361190132022014,013202,Census Tract 132.02,2014,Block 2014
WL19015308,41.29717,-73.89402,10566,P,144.0,3000,Westchester County,12/22/2019,01:19 AM,01 AM,144,3000,Westchester County,361190144003000,014400,Census Tract 144,3000,Block 3000
XL19016545,40.88585,-73.85691,10466,P,406.0,1004,Bronx County,12/21/2019,10:26 AM,10 AM,406,1004,Bronx County,360050406001004,040600,Census Tract 406,1004,Block 1004
XL19016547,40.813520000000004,-73.88479,10474,M,93.01,5003,Bronx County,12/21/2019,11:05 AM,11 AM,93,5003,Bronx County,360050093005003,009300,Census Tract 93,5003,Block 5003
XL19016563,40.82995,-73.86026,10472,P,72.0,1003,Bronx County,12/21/2019,05:45 PM,05 PM,72,1003,Bronx County,360050072001003,007200,Census Tract 72,1003,Block 1003
XL19016569,40.82996,-73.86015,10472,P,40.01,1000,Bronx County,12/21/2019,09:35 PM,09 PM,40.01,1000,Bronx County,360050040011000,004001,Census Tract 40.01,1000,Block 1000
ML19020049,40.86695,-73.92333,10034,M,295.0,3001,New York County,12/22/2019,08:39 AM,08 AM,295,3001,New York County,360610295003001,029500,Census Tract 295,3001,Block 3001
QL19009803,40.72309,-73.80091,11366,P,1241.0,2007,Queens County,12/22/2019,01:04 PM,01 PM,1241,2007,Queens County,360811241002007,124100,Census Tract 1241,2007,Block 2007
