TicketNumber,Latitude,Longitude,Zip,ClassificationType,CensusTract,CensusBlock,CountyName,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
WL20000362,40.95495,-73.71155,10580,M,75.0,3014,Westchester County,01/09/2020,11:55 AM,11 AM,75,3014,Westchester County,361190075003014,007500,Census Tract 75,3014,Block 3014
WL20000363,40.935140000000004,-73.89019,10701,P,11.01,2000,Westchester County,01/09/2020,12:18 PM,12 PM,11.01,2000,Westchester County,361190011012000,001101,Census Tract 11.01,2000,Block 2000
WL20000369,40.99637,-73.82037,10583,P,107.01,4015,Westchester County,01/09/2020,01:22 PM,01 PM,107.01,4015,Westchester County,361190107014015,010701,Census Tract 107.01,4015,Block 4015
WL20000373,41.17772,-73.86584,10562,M,136.0,3021,Westchester County,01/09/2020,02:10 PM,02 PM,136,3021,Westchester County,361190136003021,013600,Census Tract 136,3021,Block 3021
WL20000374,40.95662,-73.89149,10701,M,7.01,2011,Westchester County,01/09/2020,02:14 PM,02 PM,7.01,2011,Westchester County,361190007012011,000701,Census Tract 7.01,2011,Block 2011
WL20000379,40.94526,-73.77759,10804,M,67.0,3002,Westchester County,01/09/2020,02:55 PM,02 PM,67,3002,Westchester County,361190067003002,006700,Census Tract 67,3002,Block 3002
WL20000386,41.01746,-73.68628000000001,10573,M,83.02,4005,Westchester County,01/09/2020,04:13 PM,04 PM,83.02,4005,Westchester County,361190083024005,008302,Census Tract 83.02,4005,Block 4005
WL20000387,40.95517,-73.88171,10703,M,8.01,3003,Westchester County,01/09/2020,04:24 PM,04 PM,8.01,3003,Westchester County,361190008013003,000801,Census Tract 8.01,3003,Block 3003
WL20000389,41.04417,-73.74107,10604,M,87.0,1014,Westchester County,01/09/2020,05:34 PM,05 PM,87,1014,Westchester County,361190087001014,008700,Census Tract 87,1014,Block 1014
WL20000393,40.91195,-73.88893,10705,P,13.02,3000,Westchester County,01/09/2020,08:55 PM,08 PM,13.02,3000,Westchester County,361190013023000,001302,Census Tract 13.02,3000,Block 3000
WL20000395,40.98545,-73.82275,10583,M,21.05,1006,Westchester County,01/09/2020,09:50 PM,09 PM,21.05,1006,Westchester County,361190021051006,002105,Census Tract 21.05,1006,Block 1006
XL19016774,40.87669,-73.85365999999999,10469,P,382.0,2005,Bronx County,12/26/2019,02:13 PM,02 PM,382,2005,Bronx County,360050382002005,038200,Census Tract 382,2005,Block 2005
XL20000404,40.84091,-73.9096,10457,P,225.0,2000,Bronx County,01/09/2020,10:22 AM,10 AM,225,2001,Bronx County,360050225002001,022500,Census Tract 225,2001,Block 2001
XL20000405,40.8283,-73.89556,10459,P,125.0,2004,Bronx County,01/09/2020,10:48 AM,10 AM,125,2004,Bronx County,360050125002004,012500,Census Tract 125,2004,Block 2004
XL20000409,40.817409999999995,-73.81626999999999,10465,P,118.0,3005,Bronx County,01/09/2020,11:05 AM,11 AM,118,3005,Bronx County,360050118003005,011800,Census Tract 118,3005,Block 3005
XL20000438,40.83728,-73.92636,10452,M,199.0,6001,Bronx County,01/09/2020,04:10 PM,04 PM,199,6001,Bronx County,360050199006001,019900,Census Tract 199,6001,Block 6001
XL20000447,40.86546,-73.85849,10469,M,326.0,1002,Bronx County,01/09/2020,05:15 PM,05 PM,326,1002,Bronx County,360050326001002,032600,Census Tract 326,1002,Block 1002
XL20000458,40.83513,-73.9261,10452,P,199.0,3001,Bronx County,01/09/2020,07:32 PM,07 PM,199,3001,Bronx County,360050199003001,019900,Census Tract 199,3001,Block 3001
ML20000549,40.71841,-74.00690999999999,10013,M,33.0,2007,New York County,01/12/2020,10:49 AM,10 AM,33,2007,New York County,360610033002007,003300,Census Tract 33,2007,Block 2007
ML20000551,40.80292,-73.93396,10035,P,242.0,3006,New York County,01/12/2020,11:01 AM,11 AM,242,3006,New York County,360610242003006,024200,Census Tract 242,3006,Block 3006
ML20000561,40.70933,-74.00187,10038,P,15.01,3002,New York County,01/12/2020,01:54 PM,01 PM,15.01,2003,New York County,360610015012003,001501,Census Tract 15.01,2003,Block 2003
ML20000571,40.81855,-73.9377,10037,P,232.0,2001,New York County,01/12/2020,05:44 PM,05 PM,232,2001,New York County,360610232002001,023200,Census Tract 232,2001,Block 2001
ML20000573,40.78844,-73.94906,10029,M,166.0,6000,New York County,01/12/2020,05:30 PM,05 PM,166,6000,New York County,360610166006000,016600,Census Tract 166,6000,Block 6000
ML20000591,40.71439,-73.98631,10002,P,14.01,2002,New York County,01/13/2020,02:29 AM,02 AM,14.01,2002,New York County,360610014012002,001401,Census Tract 14.01,2002,Block 2002
QL20000376,40.759370000000004,-73.79054000000001,11358,M,1175.0,4007,Queens County,01/12/2020,03:52 PM,03 PM,1175,4007,Queens County,360811175004007,117500,Census Tract 1175,4007,Block 4007
WL20000494,40.978770000000004,-73.80396,10583,M,50.01,2024,Westchester County,01/12/2020,07:56 AM,07 AM,50.01,2024,Westchester County,361190050012024,005001,Census Tract 50.01,2024,Block 2024
WL20000495,41.048790000000004,-73.78921,10603,M,109.02,4020,Westchester County,01/12/2020,09:06 AM,09 AM,109.02,4020,Westchester County,361190109024020,010902,Census Tract 109.02,4020,Block 4020
WL20000496,40.99355,-73.71708000000001,10528,M,85.0,1008,Westchester County,01/12/2020,09:51 AM,09 AM,85,1008,Westchester County,361190085001008,008500,Census Tract 85,1008,Block 1008
WL20000497,41.28641,-73.91784,10566,M,145.0,3004,Westchester County,01/12/2020,10:37 AM,10 AM,145,3004,Westchester County,361190145003004,014500,Census Tract 145,3004,Block 3004
WL20000500,40.98918,-73.72203,10528,M,85.0,1011,Westchester County,01/12/2020,12:04 PM,12 PM,85,1011,Westchester County,361190085001011,008500,Census Tract 85,1011,Block 1011
WL20000501,40.90503,-73.85855,10704,M,15.02,1002,Westchester County,01/12/2020,12:53 PM,12 PM,15.02,1002,Westchester County,361190015021002,001502,Census Tract 15.02,1002,Block 1002
WL20000502,41.042359999999995,-73.81806999999999,10607,M,111.01,3011,Westchester County,01/12/2020,01:12 PM,01 PM,111.01,3011,Westchester County,361190111013011,011101,Census Tract 111.01,3011,Block 3011
WL20000507,40.92407,-73.86905,10704,P,14.01,3001,Westchester County,01/12/2020,02:31 PM,02 PM,14.01,3001,Westchester County,361190014013001,001401,Census Tract 14.01,3001,Block 3001
WL20000512,41.07062,-73.84577,10591,M,114.01,4007,Westchester County,01/12/2020,07:11 PM,07 PM,114,4007,Westchester County,361190114004007,011400,Census Tract 114,4007,Block 4007
ML20000462,40.79296,-73.97689,10024,P,179.0,1001,New York County,01/10/2020,11:44 AM,11 AM,179,1002,New York County,360610179001002,017900,Census Tract 179,1002,Block 1002
ML20000487,40.74842,-73.99999,10001,M,93.0,6000,New York County,01/10/2020,06:03 PM,06 PM,93,6000,New York County,360610093006000,009300,Census Tract 93,6000,Block 6000
QL20000289,40.74896,-73.77028,11364,M,1403.0,2006,Queens County,01/10/2020,08:45 AM,08 AM,1403,2006,Queens County,360811403002006,140300,Census Tract 1403,2006,Block 2006
QL20000290,40.7684,-73.93585,11106,M,81.0,1008,Queens County,01/10/2020,09:01 AM,09 AM,81,1008,Queens County,360810081001008,008100,Census Tract 81,1008,Block 1008
QL20000302,40.75034,-73.77190999999999,11364,M,1403.0,2000,Queens County,01/10/2020,11:16 AM,11 AM,1403,2000,Queens County,360811403002000,140300,Census Tract 1403,2000,Block 2000
QL20000303,40.75096,-73.82345,11355,M,837.0,1000,Queens County,01/10/2020,11:44 AM,11 AM,837,1000,Queens County,360810837001000,083700,Census Tract 837,1000,Block 1000
QL20000304,40.762609999999995,-73.90611,11103,P,145.0,1003,Queens County,01/10/2020,11:46 AM,11 AM,145,1003,Queens County,360810145001003,014500,Census Tract 145,1003,Block 1003
QL20000312,40.747009999999996,-73.89596,11377,M,263.0,1006,Queens County,01/10/2020,12:41 PM,12 PM,263,1005,Queens County,360810263001005,026300,Census Tract 263,1005,Block 1005
QL20000339,40.7618,-73.77571,11361,M,1467.0,3000,Queens County,01/10/2020,05:26 PM,05 PM,1467,3000,Queens County,360811467003000,146700,Census Tract 1467,3000,Block 3000
QL20000347,40.75925,-73.79196999999999,11358,P,1175.0,4006,Queens County,01/10/2020,10:46 PM,10 PM,1175,4006,Queens County,360811175004006,117500,Census Tract 1175,4006,Block 4006
WL20000407,41.16364,-73.77689000000001,10514,M,131.04,4016,Westchester County,01/10/2020,09:21 AM,09 AM,131.04,4016,Westchester County,361190131044016,013104,Census Tract 131.04,4016,Block 4016
WL20000410,40.920320000000004,-73.77091999999999,10801,M,59.02,2017,Westchester County,01/10/2020,09:40 AM,09 AM,59.02,2017,Westchester County,361190059022017,005902,Census Tract 59.02,2017,Block 2017
WL20000420,41.08195,-73.86932,10591,P,116.02,3013,Westchester County,01/10/2020,11:08 AM,11 AM,116,3013,Westchester County,361190116003013,011600,Census Tract 116,3013,Block 3013
WL20000436,41.26164,-73.91933,10567,M,146.06,1000,Westchester County,01/10/2020,12:48 PM,12 PM,146.06,1000,Westchester County,361190146061000,014606,Census Tract 146.06,1000,Block 1000
WL20000437,41.1608,-73.84778,10510,M,132.02,2004,Westchester County,01/10/2020,01:06 PM,01 PM,132.02,2004,Westchester County,361190132022004,013202,Census Tract 132.02,2004,Block 2004
WL20000446,41.16142,-73.77596,10514,M,131.04,3027,Westchester County,01/10/2020,03:42 PM,03 PM,131.04,4016,Westchester County,361190131044016,013104,Census Tract 131.04,4016,Block 4016
XL20000468,40.83457,-73.89123000000001,10460,P,155.0,2002,Bronx County,01/10/2020,09:11 AM,09 AM,155,2002,Bronx County,360050155002002,015500,Census Tract 155,2002,Block 2002
XL20000471,40.839490000000005,-73.91776999999999,10452,P,221.01,2000,Bronx County,01/10/2020,09:56 AM,09 AM,221.01,2000,Bronx County,360050221012000,022101,Census Tract 221.01,2000,Block 2000
XL20000477,40.89264,-73.8426,10466,P,426.0,6002,Bronx County,01/10/2020,10:38 AM,10 AM,426,6002,Bronx County,360050426006002,042600,Census Tract 426,6002,Block 6002
XL20000511,40.83477,-73.92309,10452,P,63.02,1000,Bronx County,01/10/2020,02:42 PM,02 PM,63,1000,Bronx County,360050063001000,006300,Census Tract 63,1000,Block 1000
QL20000357,40.75294,-73.92281,11101,M,157.0,1007,Queens County,01/11/2020,11:39 AM,11 AM,157,1007,Queens County,360810157001007,015700,Census Tract 157,1007,Block 1007
WL20000467,40.97529,-73.80915999999999,10583,M,50.02,2007,Westchester County,01/11/2020,07:40 AM,07 AM,50.02,2007,Westchester County,361190050022007,005002,Census Tract 50.02,2007,Block 2007
WL20000470,41.20883,-73.74178,10549,P,131.04,1039,Westchester County,01/11/2020,09:40 AM,09 AM,131.04,1039,Westchester County,361190131041039,013104,Census Tract 131.04,1039,Block 1039
WL20000480,40.99928,-73.6722,10573,P,79.02,6004,Westchester County,01/11/2020,12:37 PM,12 PM,79,6004,Westchester County,361190079006004,007900,Census Tract 79,6004,Block 6004
ML20000606,40.76764,-73.9616,10021,P,126.01,4000,New York County,01/13/2020,11:00 AM,11 AM,126,4000,New York County,360610126004000,012600,Census Tract 126,4000,Block 4000
ML20000628,40.75525,-73.96358000000001,10022,P,86.03,1000,New York County,01/13/2020,03:19 PM,03 PM,86.03,1000,New York County,360610086031000,008603,Census Tract 86.03,1000,Block 1000
QL20000381,40.74795,-73.91584,11104,P,169.0,2011,Queens County,01/13/2020,07:25 AM,07 AM,169,2011,Queens County,360810169002011,016900,Census Tract 169,2011,Block 2011
QL20000384,40.74074,-73.92234,11104,M,185.02,3005,Queens County,01/13/2020,09:30 AM,09 AM,185.02,3005,Queens County,360810185023005,018502,Census Tract 185.02,3005,Block 3005
QL20000388,40.74256,-73.91771999999999,11104,P,235.02,2004,Queens County,01/13/2020,10:05 AM,10 AM,235,2003,Queens County,360810235002003,023500,Census Tract 235,2003,Block 2003
QL20000391,40.737829999999995,-73.7558,11364,M,1291.03,2000,Queens County,01/13/2020,10:27 AM,10 AM,1291.03,2000,Queens County,360811291032000,129103,Census Tract 1291.03,2000,Block 2000
QL20000395,40.75158,-73.7146,11005,P,1551.03,6000,Queens County,01/13/2020,10:56 AM,10 AM,1551.02,6000,Queens County,360811551026000,155102,Census Tract 1551.02,6000,Block 6000
QL20000396,40.72972,-73.82441,11367,P,779.02,1000,Queens County,01/13/2020,11:05 AM,11 AM,779.02,1000,Queens County,360810779021000,077902,Census Tract 779.02,1000,Block 1000
QL20000397,40.739020000000004,-73.93566,11101,P,199.02,1019,Queens County,01/13/2020,11:10 AM,11 AM,199,1020,Queens County,360810199001020,019900,Census Tract 199,1020,Block 1020
QL20000399,40.76328,-73.77423,11361,P,1129.0,3008,Queens County,01/13/2020,11:25 AM,11 AM,1129,3008,Queens County,360811129003008,112900,Census Tract 1129,3008,Block 3008
QL20000402,40.75853,-73.94157,11101,M,85.0,1008,Queens County,01/13/2020,12:13 PM,12 PM,85,1008,Queens County,360810085001008,008500,Census Tract 85,1008,Block 1008
QL20000411,40.72565,-73.79807,11366,P,1247.0,3005,Queens County,01/13/2020,01:30 PM,01 PM,1247,3005,Queens County,360811247003005,124700,Census Tract 1247,3005,Block 3005
QL20000416,40.76783,-73.92766,11102,P,79.0,1003,Queens County,01/13/2020,02:22 PM,02 PM,79,1003,Queens County,360810079001003,007900,Census Tract 79,1003,Block 1003
QL20000418,40.768440000000005,-73.92716,11102,P,79.0,1003,Queens County,01/13/2020,03:08 PM,03 PM,79,1003,Queens County,360810079001003,007900,Census Tract 79,1003,Block 1003
QL20000423,40.735890000000005,-73.77346999999999,11366,P,1333.0,1000,Queens County,01/13/2020,04:08 PM,04 PM,1333,1000,Queens County,360811333001000,133300,Census Tract 1333,1000,Block 1000
QL20000428,40.722590000000004,-73.80103000000001,11366,M,1265.0,1001,Queens County,01/13/2020,06:11 PM,06 PM,1265,1001,Queens County,360811265001001,126500,Census Tract 1265,1001,Block 1001
QL20000429,40.7225,-73.80099,11432,M,1265.0,1000,Queens County,01/13/2020,06:29 PM,06 PM,1265,1000,Queens County,360811265001000,126500,Census Tract 1265,1000,Block 1000
WL20000520,40.980309999999996,-73.79766,10583,M,101.0,2010,Westchester County,01/13/2020,08:06 AM,08 AM,101,2010,Westchester County,361190101002010,010100,Census Tract 101,2010,Block 2010
WL20000521,40.9187,-73.87539,10705,M,14.02,1017,Westchester County,01/13/2020,08:29 AM,08 AM,14.02,1017,Westchester County,361190014021017,001402,Census Tract 14.02,1017,Block 1017
WL20000524,41.15372,-73.82929,10510,P,132.02,1010,Westchester County,01/13/2020,09:42 AM,09 AM,132.02,1010,Westchester County,361190132021010,013202,Census Tract 132.02,1010,Block 1010
WL20000527,40.98046,-73.79807,10583,M,101.0,2010,Westchester County,01/13/2020,10:19 AM,10 AM,101,2010,Westchester County,361190101002010,010100,Census Tract 101,2010,Block 2010
WL20000529,41.01274,-73.67475999999999,10573,M,82.0,2005,Westchester County,01/13/2020,10:30 AM,10 AM,82,2005,Westchester County,361190082002005,008200,Census Tract 82,2005,Block 2005
WL20000531,40.93565,-73.86874,10701,P,23.0,1005,Westchester County,01/13/2020,10:55 AM,10 AM,23,1005,Westchester County,361190023001005,002300,Census Tract 23,1005,Block 1005
WL20000533,41.12811,-73.71793000000001,10504,M,123.03,3012,Westchester County,01/13/2020,11:12 AM,11 AM,123.03,3012,Westchester County,361190123033012,012303,Census Tract 123.03,3012,Block 3012
WL20000537,40.91946,-73.87123000000001,10704,P,14.01,3011,Westchester County,01/13/2020,11:56 AM,11 AM,14.01,3011,Westchester County,361190014013011,001401,Census Tract 14.01,3011,Block 3011
WL20000538,41.04417,-73.86513000000001,10533,P,113.0,5001,Westchester County,01/13/2020,12:02 PM,12 PM,113,5001,Westchester County,361190113005001,011300,Census Tract 113,5001,Block 5001
WL20000544,40.99869,-73.75639,10605,M,97.01,3000,Westchester County,01/13/2020,01:02 PM,01 PM,97.01,3000,Westchester County,361190097013000,009701,Census Tract 97.01,3000,Block 3000
WL20000546,41.04647,-73.79491,10603,M,109.03,1000,Westchester County,01/13/2020,01:38 PM,01 PM,109.03,1000,Westchester County,361190109031000,010903,Census Tract 109.03,1000,Block 1000
WL20000549,40.93849,-73.82794,10708,P,47.0,2046,Westchester County,01/13/2020,01:49 PM,01 PM,47,2046,Westchester County,361190047002046,004700,Census Tract 47,2046,Block 2046
WL20000550,41.059259999999995,-73.86157,10591,M,114.02,1017,Westchester County,01/13/2020,02:04 PM,02 PM,114,1017,Westchester County,361190114001017,011400,Census Tract 114,1017,Block 1017
WL20000551,41.01866,-73.67935,10573,M,83.01,2003,Westchester County,01/13/2020,02:10 PM,02 PM,83.01,2003,Westchester County,361190083012003,008301,Census Tract 83.01,2003,Block 2003
WL20000553,40.98446,-73.68061999999999,10580,M,77.0,1017,Westchester County,01/13/2020,02:13 PM,02 PM,77,1017,Westchester County,361190077001017,007700,Census Tract 77,1017,Block 1017
WL20000556,40.93345,-73.88874,10701,P,11.01,1003,Westchester County,01/13/2020,02:31 PM,02 PM,11.01,1003,Westchester County,361190011011003,001101,Census Tract 11.01,1003,Block 1003
WL20000561,40.98019,-73.79729,10583,M,101.0,2009,Westchester County,01/13/2020,03:25 PM,03 PM,101,2009,Westchester County,361190101002009,010100,Census Tract 101,2009,Block 2009
WL20000569,40.931670000000004,-73.80663,10708,M,52.0,1010,Westchester County,01/13/2020,05:06 PM,05 PM,52,1010,Westchester County,361190052001010,005200,Census Tract 52,1010,Block 1010
XL20000625,40.84369,-73.84733,10461,P,256.0,2001,Bronx County,01/13/2020,01:53 PM,01 PM,256,2001,Bronx County,360050256002001,025600,Census Tract 256,2001,Block 2001
XL20000680,40.83163,-73.90051,10456,M,149.0,2001,Bronx County,01/13/2020,06:55 PM,06 PM,149,2001,Bronx County,360050149002001,014900,Census Tract 149,2001,Block 2001
ML20000597,40.74197,-73.98087,10016,M,68.0,6000,New York County,01/13/2020,09:49 AM,09 AM,68,6000,New York County,360610068006000,006800,Census Tract 68,6000,Block 6000
ML20000600,40.72266,-73.9768,10009,P,26.02,1002,New York County,01/13/2020,09:56 AM,09 AM,26.02,1002,New York County,360610026021002,002602,Census Tract 26.02,1002,Block 1002
WL20000601,41.00653,-73.66313000000001,10573,M,80.0,1002,Westchester County,01/14/2020,01:19 PM,01 PM,80,1002,Westchester County,361190080001002,008000,Census Tract 80,1002,Block 1002
ML20000662,40.715990000000005,-73.9867,10002,M,14.02,2006,New York County,01/14/2020,10:00 AM,10 AM,14.02,2006,New York County,360610014022006,001402,Census Tract 14.02,2006,Block 2006
ML20000671,40.77912,-73.97480999999999,10023,P,161.0,2000,New York County,01/14/2020,11:20 AM,11 AM,161,2000,New York County,360610161002000,016100,Census Tract 161,2000,Block 2000
ML20000672,40.73559,-74.00305,10014,P,73.0,6000,New York County,01/14/2020,11:27 AM,11 AM,73,6000,New York County,360610073006000,007300,Census Tract 73,6000,Block 6000
ML20000686,40.75118,-73.98899999999999,10001,P,109.0,1007,New York County,01/14/2020,01:52 PM,01 PM,109,1007,New York County,360610109001007,010900,Census Tract 109,1007,Block 1007
ML20000699,40.73057,-74.00679000000001,10014,P,67.0,4004,New York County,01/14/2020,05:06 PM,05 PM,67,4004,New York County,360610067004004,006700,Census Tract 67,4004,Block 4004
