TicketNumber,Latitude,Longitude,Zip,ClassificationType,CensusTract,CensusBlock,CountyName,Date,Time,Hour
WL20000115,41.06688,-73.85541,10591,P,114.01,2004,Westchester County,01/03/2020,03:52 PM,03 PM
WL20000118,41.02642,-73.68668,10573,P,83.02,2004,Westchester County,01/03/2020,04:25 PM,04 PM
WL20000125,40.96554,-73.7324,10543,M,73,2000,Westchester County,01/03/2020,08:06 PM,08 PM
WL20000127,41.03098,-73.68456,10573,M,83.02,3031,Westchester County,01/03/2020,09:47 PM,09 PM
XL20000091,40.83915,-73.86736,10460,M,218,3000,Bronx County,01/03/2020,08:37 AM,08 AM
XL20000126,40.82446,-73.8896,10459,P,119,3000,Bronx County,01/03/2020,03:38 PM,03 PM
WL20000082,40.96739,-73.78774,10804,M,68.01,3015,Westchester County,01/03/2020,10:01 AM,10 AM
ML20000162,40.77203,-73.95602,10075,P,134,1000,New York County,01/04/2020,12:58 PM,12 PM
ML20000174,40.78086,-73.9588,10028,P,150.02,2001,New York County,01/04/2020,03:41 PM,03 PM
ML20000176,40.75746,-73.97168,10022,P,100,1004,New York County,01/04/2020,03:59 PM,03 PM
ML20000184,40.75341,-73.99632,10001,M,111,2005,New York County,01/04/2020,06:11 PM,06 PM
ML20000195,40.71174,-74.00029,10038,P,27,1005,New York County,01/04/2020,10:57 PM,10 PM
QL20000074,40.76957,-73.80557,11358,P,1151,1001,Queens County,01/04/2020,08:07 AM,08 AM
QL20000075,40.76761,-73.76608,11361,P,1113,3007,Queens County,01/04/2020,09:13 AM,09 AM
QL20000084,40.75937,-73.79054,11358,M,1175,4007,Queens County,01/04/2020,12:22 PM,12 PM
QL20000086,40.74584,-73.71737,11004,P,1551.04,4005,Queens County,01/04/2020,02:00 PM,02 PM
QL20000094,40.75937,-73.79054,11358,M,1175,4007,Queens County,01/04/2020,06:37 PM,06 PM
WL20000133,41.33703,-73.78707,10535,M,148.06,5015,Westchester County,01/04/2020,07:51 AM,07 AM
WL20000134,40.91813,-73.90502,10705,P,2.02,3005,Westchester County,01/04/2020,08:53 AM,08 AM
WL20000135,40.94758,-73.76659,10538,P,70,4001,Westchester County,01/04/2020,09:41 AM,09 AM
WL20000136,41.17144,-73.77769,10514,P,131.04,2006,Westchester County,01/04/2020,10:33 AM,10 AM
WL20000139,41.19661,-73.72182,10549,M,130,3012,Westchester County,01/04/2020,11:04 AM,11 AM
WL20000146,40.95704,-73.82185,10707,M,48.02,5006,Westchester County,01/04/2020,12:03 PM,12 PM
WL20000149,40.938,-73.76146,10538,P,70,3015,Westchester County,01/04/2020,12:16 PM,12 PM
XL20000156,40.88983,-73.84283,10466,P,426,1003,Bronx County,01/04/2020,09:39 AM,09 AM
XL20000158,40.88496,-73.83033,10466,M,462.09,1008,Bronx County,01/04/2020,11:05 AM,11 AM
ML20000206,40.86665,-73.92415,10034,P,295,3001,New York County,01/05/2020,10:09 AM,10 AM
WL20000171,40.95568,-73.81611,10709,P,51,1007,Westchester County,01/05/2020,11:38 AM,11 AM
WL20000172,40.96344,-73.77793,10804,M,68.02,2015,Westchester County,01/05/2020,11:51 AM,11 AM
WL20000185,41.08629,-73.86259,10591,M,116.02,3007,Westchester County,01/05/2020,09:30 PM,09 PM
WL20000189,41.21456,-73.90056,10520,M,139,4000,Westchester County,01/06/2020,02:03 AM,02 AM
XL20000199,40.86468,-73.8996,10468,P,265,4001,Bronx County,01/05/2020,11:53 AM,11 AM
ML19012935,40.74192,-73.99725,10011,P,87,2000,New York County,08/27/2019,12:38 PM,12 PM
ML20000241,40.78879,-73.97358,10024,P,173,3001,New York County,01/06/2020,09:04 AM,09 AM
ML20000253,40.8243,-73.94746,10031,P,227,1000,New York County,01/06/2020,12:08 PM,12 PM
ML20000255,40.71262,-73.99041,10002,P,6,1002,New York County,01/06/2020,01:32 PM,01 PM
ML20000263,40.72277,-73.97672,10009,P,26.02,1002,New York County,01/06/2020,03:34 PM,03 PM
ML20000266,40.79277,-73.97133,10025,P,183,7001,New York County,01/06/2020,04:28 PM,04 PM
ML20000274,40.71841,-73.99118,10002,P,18,6000,New York County,01/06/2020,07:43 PM,07 PM
QL20000119,40.7355,-73.79749,11365,P,1223,2003,Queens County,01/06/2020,09:57 AM,09 AM
QL20000120,40.70184,-73.75249,11412,M,518,2001,Queens County,01/06/2020,10:12 AM,10 AM
WL20000192,41.26101,-73.91843,10567,M,146.06,1011,Westchester County,01/06/2020,08:32 AM,08 AM
WL20000195,41.13997,-73.77855,10570,M,122.01,4006,Westchester County,01/06/2020,09:17 AM,09 AM
WL20000196,41.14289,-73.68193,10504,M,123.04,1012,Westchester County,01/06/2020,09:28 AM,09 AM
WL20000197,40.91974,-73.80836,10803,M,53,1012,Westchester County,01/06/2020,09:31 AM,09 AM
WL20000205,40.91314,-73.90096,10705,M,2.03,2008,Westchester County,01/06/2020,10:19 AM,10 AM
WL20000206,41.1898,-73.87133,10562,P,137,1000,Westchester County,01/06/2020,10:41 AM,10 AM
WL20000208,40.96522,-73.73226,10543,P,73,2000,Westchester County,01/06/2020,11:04 AM,11 AM
WL20000209,41.15001,-73.66764,10504,M,123.04,1002,Westchester County,01/06/2020,11:35 AM,11 AM
WL20000211,41.07465,-73.77472,10595,P,119.02,2034,Westchester County,01/06/2020,11:49 AM,11 AM
WL20000217,41.18998,-73.86916,10562,P,137,1011,Westchester County,01/06/2020,12:54 PM,12 PM
WL20000219,41.1325,-73.79411,10570,M,122.02,5028,Westchester County,01/06/2020,01:04 PM,01 PM
WL20000221,41.28607,-73.92334,10566,M,141,1012,Westchester County,01/06/2020,01:23 PM,01 PM
WL20000226,40.96351,-73.80215,10709,M,50.02,3013,Westchester County,01/06/2020,02:15 PM,02 PM
WL20000229,41.08779,-73.86187,10591,M,116.02,3000,Westchester County,01/06/2020,02:58 PM,02 PM
WL20000230,40.92319,-73.76329,10538,P,71,2021,Westchester County,01/06/2020,03:11 PM,03 PM
WL20000231,41.07662,-73.77695,10595,P,119.02,2016,Westchester County,01/06/2020,03:42 PM,03 PM
WL20000232,41.20668,-73.8929,10520,M,139,3007,Westchester County,01/06/2020,03:44 PM,03 PM
WL20000233,41.21449,-73.90148,10520,M,139,4000,Westchester County,01/06/2020,04:11 PM,04 PM
WL20000234,40.98962,-73.72138,10528,M,85,1030,Westchester County,01/06/2020,06:45 PM,06 PM
XL20000264,40.83082,-73.8172,10465,P,160,1009,Bronx County,01/06/2020,03:23 PM,03 PM
ML20000283,40.72939,-74.00102,10012,P,65,3001,New York County,01/07/2020,06:52 AM,06 AM
ML20000308,40.71393,-73.99181,10002,M,6,1000,New York County,01/07/2020,02:43 PM,02 PM
ML20000312,40.81058,-73.96217,10027,M,205,1007,New York County,01/07/2020,02:56 PM,02 PM
ML20000318,40.71684,-74.002,10013,P,31,1007,New York County,01/07/2020,04:31 PM,04 PM
ML20000332,40.76657,-73.99042,10019,M,135.01,2003,New York County,01/07/2020,09:38 PM,09 PM
QL20000159,40.75741,-73.94517,11101,M,85,2005,Queens County,01/07/2020,09:07 AM,09 AM
QL20000161,40.71546,-73.83234,11375,P,757.01,3002,Queens County,01/07/2020,09:29 AM,09 AM
QL20000163,40.76649,-73.83341,11354,P,869,2021,Queens County,01/07/2020,10:13 AM,10 AM
QL20000166,40.75447,-73.76469,11364,M,1441,4002,Queens County,01/07/2020,10:19 AM,10 AM
QL20000178,40.75377,-73.91858,11101,P,159,3001,Queens County,01/07/2020,11:34 AM,11 AM
QL20000186,40.76097,-73.76438,11361,M,1471,2004,Queens County,01/07/2020,01:27 PM,01 PM
QL20000196,40.64463,-73.77737,11430,P,716,1051,Queens County,01/07/2020,04:56 PM,04 PM
WL20000256,41.12061,-73.70906,10504,P,123.03,3036,Westchester County,01/07/2020,08:35 AM,08 AM
WL20000257,41.18135,-73.85912,10562,P,137,1039,Westchester County,01/07/2020,08:47 AM,08 AM
WL20000260,41.04609,-73.81998,10607,P,111.01,3001,Westchester County,01/07/2020,09:38 AM,09 AM
WL20000262,40.99319,-73.78588,10583,M,99,3006,Westchester County,01/07/2020,09:44 AM,09 AM
WL20000263,40.89268,-73.81401,10803,P,55,4007,Westchester County,01/07/2020,09:46 AM,09 AM
WL20000264,40.99319,-73.78588,10583,M,99,3006,Westchester County,01/07/2020,09:46 AM,09 AM
WL20000265,40.945,-73.87767,10701,P,16,4009,Westchester County,01/07/2020,09:56 AM,09 AM
WL20000266,41.12051,-73.76932,10594,M,121.02,3024,Westchester County,01/07/2020,10:02 AM,10 AM
WL20000268,40.92716,-73.79278,10801,M,66,3004,Westchester County,01/07/2020,10:21 AM,10 AM
WL20000275,41.0902,-73.81182,10532,M,9810,1016,Westchester County,01/07/2020,11:35 AM,11 AM
WL20000276,41.29494,-73.91543,10566,M,144,2008,Westchester County,01/07/2020,11:40 AM,11 AM
WL20000285,41.03712,-73.85972,10533,P,113,1021,Westchester County,01/07/2020,01:48 PM,01 PM
WL20000298,41.00582,-73.73206,10605,M,97.03,3002,Westchester County,01/07/2020,06:12 PM,06 PM
XL20000296,40.8232,-73.80872,10465,M,138,1024,Bronx County,01/07/2020,11:55 AM,11 AM
XL20000297,40.85471,-73.89513,10457,P,385,4003,Bronx County,01/07/2020,12:13 PM,12 PM
XL20000298,40.85779,-73.90676,10453,P,251,5001,Bronx County,01/07/2020,12:24 PM,12 PM
XL20000322,40.84438,-73.83463,10461,P,266.02,3003,Bronx County,01/07/2020,05:53 PM,05 PM
ML20000340,40.72012,-73.99923,10013,P,45,1009,New York County,01/08/2020,08:27 AM,08 AM
ML20000357,40.73754,-74.0057,10014,M,79,4006,New York County,01/08/2020,11:16 AM,11 AM
ML20000372,40.70765,-74.0031,11201,M,15.01,3009,New York County,01/08/2020,03:15 PM,03 PM
ML20000377,40.7809,-73.95485,10128,P,148.02,3000,New York County,01/08/2020,04:35 PM,04 PM
ML20000385,40.75752,-73.97584,10022,M,102,1012,New York County,01/08/2020,06:48 PM,06 PM
QL20000204,40.76973,-73.83034,11354,M,889.02,5000,Queens County,01/08/2020,08:56 AM,08 AM
QL20000208,40.76598,-73.77224,11361,M,1123,1009,Queens County,01/08/2020,09:30 AM,09 AM
QL20000213,40.73941,-73.92799,11101,P,189,2006,Queens County,01/08/2020,10:55 AM,10 AM
QL20000222,40.7533,-73.93403,11101,P,31,2000,Queens County,01/08/2020,01:15 PM,01 PM
WL20000306,41.20529,-73.87842,10520,M,138,1008,Westchester County,01/08/2020,08:04 AM,08 AM
WL20000308,41.21173,-73.87863,10520,M,139,1005,Westchester County,01/08/2020,08:46 AM,08 AM
WL20000311,41.19756,-73.88017,10520,M,138,3017,Westchester County,01/08/2020,09:23 AM,09 AM
WL20000313,40.96206,-73.72585,10543,P,74.01,1004,Westchester County,01/08/2020,09:54 AM,09 AM
WL20000314,41.14543,-73.67579,10504,M,123.04,1013,Westchester County,01/08/2020,09:58 AM,09 AM
WL20000317,41.21064,-73.87979,10520,M,138,1002,Westchester County,01/08/2020,10:12 AM,10 AM
WL20000318,41.04716,-73.78958,10607,M,109.02,4025,Westchester County,01/08/2020,10:17 AM,10 AM
WL20000325,41.14794,-73.67186,10504,M,123.04,1015,Westchester County,01/08/2020,11:36 AM,11 AM
WL20000327,41.21534,-73.90729,10520,M,139,4024,Westchester County,01/08/2020,11:44 AM,11 AM
WL20000328,40.95247,-73.7918,10804,M,68.02,3049,Westchester County,01/08/2020,11:50 AM,11 AM
WL20000329,40.9689,-73.79533,10583,M,50.01,1033,Westchester County,01/08/2020,12:34 PM,12 PM
WL20000331,40.96293,-73.84723,10710,M,20,3003,Westchester County,01/08/2020,01:16 PM,01 PM
WL20000332,40.96982,-73.71852,10528,P,84.03,2034,Westchester County,01/08/2020,01:53 PM,01 PM
WL20000335,40.95225,-73.79187,10804,P,68.02,3049,Westchester County,01/08/2020,12:41 PM,12 PM
WL20000340,40.9646,-73.80224,10583,M,50.02,3001,Westchester County,01/08/2020,05:50 PM,05 PM
XL20000241,40.81222,-73.85988,10473,P,2,2003,Bronx County,01/06/2020,11:20 AM,11 AM
XL20000344,40.87038,-73.86242,10467,P,340,1000,Bronx County,01/08/2020,10:56 AM,10 AM
ML20000418,40.80147,-73.96046,10025,P,193,4000,New York County,01/09/2020,12:57 PM,12 PM
ML20000420,40.71907,-74.00144,10013,P,31,1000,New York County,01/09/2020,01:12 PM,01 PM
ML20000424,40.73103,-73.98592,10003,P,40.01,1001,New York County,01/09/2020,04:12 PM,04 PM
ML20000426,40.70863,-74.00938,10005,M,15.02,1008,New York County,01/09/2020,06:24 PM,06 PM
QL20000243,40.75697,-73.80161,11358,P,1193,1006,Queens County,01/09/2020,09:27 AM,09 AM
QL20000247,40.76165,-73.81522,11355,P,1167,1005,Queens County,01/09/2020,10:40 AM,10 AM
QL20000259,40.72822,-73.79484,11366,M,1247,1010,Queens County,01/09/2020,11:48 AM,11 AM
QL20000274,40.7395,-73.92513,11104,P,189,3004,Queens County,01/09/2020,03:58 PM,03 PM
QL20000278,40.75589,-73.79377,11358,P,1459,1002,Queens County,01/09/2020,04:53 PM,04 PM
WL20000360,41.23644,-73.7037,10507,M,128.03,2006,Westchester County,01/09/2020,11:17 AM,11 AM
WL20000362,40.95495,-73.71155,10580,M,75,3014,Westchester County,01/09/2020,11:55 AM,11 AM
WL20000363,40.93514,-73.89019,10701,P,11.01,2000,Westchester County,01/09/2020,12:18 PM,12 PM
WL20000369,40.99637,-73.82037,10583,P,107.01,4015,Westchester County,01/09/2020,01:22 PM,01 PM
WL20000373,41.17772,-73.86584,10562,M,136,3021,Westchester County,01/09/2020,02:10 PM,02 PM
WL20000374,40.95662,-73.89149,10701,M,7.01,2011,Westchester County,01/09/2020,02:14 PM,02 PM
WL20000379,40.94526,-73.77759,10804,M,67,3002,Westchester County,01/09/2020,02:55 PM,02 PM
WL20000386,41.01746,-73.68628,10573,M,83.02,4005,Westchester County,01/09/2020,04:13 PM,04 PM
WL20000387,40.95517,-73.88171,10703,M,8.01,3003,Westchester County,01/09/2020,04:24 PM,04 PM
WL20000389,41.04417,-73.74107,10604,M,87,1014,Westchester County,01/09/2020,05:34 PM,05 PM
WL20000393,40.91195,-73.88893,10705,P,13.02,3000,Westchester County,01/09/2020,08:55 PM,08 PM
WL20000395,40.98545,-73.82275,10583,M,21.05,1006,Westchester County,01/09/2020,09:50 PM,09 PM
XL19016774,40.87669,-73.85366,10469,P,382,2005,Bronx County,12/26/2019,02:13 PM,02 PM
XL20000404,40.84091,-73.9096,10457,P,225,2000,Bronx County,01/09/2020,10:22 AM,10 AM
XL20000405,40.8283,-73.89556,10459,P,125,2004,Bronx County,01/09/2020,10:48 AM,10 AM
XL20000409,40.81741,-73.81627,10465,P,118,3005,Bronx County,01/09/2020,11:05 AM,11 AM
XL20000438,40.83728,-73.92636,10452,M,199,6001,Bronx County,01/09/2020,04:10 PM,04 PM
XL20000447,40.86546,-73.85849,10469,M,326,1002,Bronx County,01/09/2020,05:15 PM,05 PM
XL20000458,40.83513,-73.9261,10452,P,199,3001,Bronx County,01/09/2020,07:32 PM,07 PM
ML20000549,40.71841,-74.00691,10013,M,33,2007,New York County,01/12/2020,10:49 AM,10 AM
ML20000551,40.80292,-73.93396,10035,P,242,3006,New York County,01/12/2020,11:01 AM,11 AM
ML20000561,40.70933,-74.00187,10038,P,15.01,3002,New York County,01/12/2020,01:54 PM,01 PM
ML20000571,40.81855,-73.9377,10037,P,232,2001,New York County,01/12/2020,05:44 PM,05 PM
ML20000573,40.78844,-73.94906,10029,M,166,6000,New York County,01/12/2020,05:30 PM,05 PM
ML20000591,40.71439,-73.98631,10002,P,14.01,2002,New York County,01/13/2020,02:29 AM,02 AM
QL20000376,40.75937,-73.79054,11358,M,1175,4007,Queens County,01/12/2020,03:52 PM,03 PM
WL20000494,40.97877,-73.80396,10583,M,50.01,2024,Westchester County,01/12/2020,07:56 AM,07 AM
WL20000495,41.04879,-73.78921,10603,M,109.02,4020,Westchester County,01/12/2020,09:06 AM,09 AM
WL20000496,40.99355,-73.71708,10528,M,85,1008,Westchester County,01/12/2020,09:51 AM,09 AM
WL20000497,41.28641,-73.91784,10566,M,145,3004,Westchester County,01/12/2020,10:37 AM,10 AM
WL20000500,40.98918,-73.72203,10528,M,85,1011,Westchester County,01/12/2020,12:04 PM,12 PM
WL20000501,40.90503,-73.85855,10704,M,15.02,1002,Westchester County,01/12/2020,12:53 PM,12 PM
WL20000502,41.04236,-73.81807,10607,M,111.01,3011,Westchester County,01/12/2020,01:12 PM,01 PM
WL20000507,40.92407,-73.86905,10704,P,14.01,3001,Westchester County,01/12/2020,02:31 PM,02 PM
WL20000512,41.07062,-73.84577,10591,M,114.01,4007,Westchester County,01/12/2020,07:11 PM,07 PM
ML20000462,40.79296,-73.97689,10024,P,179,1001,New York County,01/10/2020,11:44 AM,11 AM
ML20000487,40.74842,-73.99999,10001,M,93,6000,New York County,01/10/2020,06:03 PM,06 PM
QL20000289,40.74896,-73.77028,11364,M,1403,2006,Queens County,01/10/2020,08:45 AM,08 AM
QL20000290,40.7684,-73.93585,11106,M,81,1008,Queens County,01/10/2020,09:01 AM,09 AM
QL20000302,40.75034,-73.77191,11364,M,1403,2000,Queens County,01/10/2020,11:16 AM,11 AM
QL20000303,40.75096,-73.82345,11355,M,837,1000,Queens County,01/10/2020,11:44 AM,11 AM
QL20000304,40.76261,-73.90611,11103,P,145,1003,Queens County,01/10/2020,11:46 AM,11 AM
QL20000312,40.74701,-73.89596,11377,M,263,1006,Queens County,01/10/2020,12:41 PM,12 PM
QL20000339,40.7618,-73.77571,11361,M,1467,3000,Queens County,01/10/2020,05:26 PM,05 PM
QL20000347,40.75925,-73.79197,11358,P,1175,4006,Queens County,01/10/2020,10:46 PM,10 PM
WL20000407,41.16364,-73.77689,10514,M,131.04,4016,Westchester County,01/10/2020,09:21 AM,09 AM
WL20000410,40.92032,-73.77092,10801,M,59.02,2017,Westchester County,01/10/2020,09:40 AM,09 AM
WL20000420,41.08195,-73.86932,10591,P,116.02,3013,Westchester County,01/10/2020,11:08 AM,11 AM
WL20000436,41.26164,-73.91933,10567,M,146.06,1000,Westchester County,01/10/2020,12:48 PM,12 PM
WL20000437,41.1608,-73.84778,10510,M,132.02,2004,Westchester County,01/10/2020,01:06 PM,01 PM
WL20000446,41.16142,-73.77596,10514,M,131.04,3027,Westchester County,01/10/2020,03:42 PM,03 PM
XL20000468,40.83457,-73.89123,10460,P,155,2002,Bronx County,01/10/2020,09:11 AM,09 AM
XL20000471,40.83949,-73.91777,10452,P,221.01,2000,Bronx County,01/10/2020,09:56 AM,09 AM
XL20000477,40.89264,-73.8426,10466,P,426,6002,Bronx County,01/10/2020,10:38 AM,10 AM
XL20000511,40.83477,-73.92309,10452,P,63.02,1000,Bronx County,01/10/2020,02:42 PM,02 PM
QL20000357,40.75294,-73.92281,11101,M,157,1007,Queens County,01/11/2020,11:39 AM,11 AM
WL20000467,40.97529,-73.80916,10583,M,50.02,2007,Westchester County,01/11/2020,07:40 AM,07 AM
WL20000470,41.20883,-73.74178,10549,P,131.04,1039,Westchester County,01/11/2020,09:40 AM,09 AM
WL20000480,40.99928,-73.6722,10573,P,79.02,6004,Westchester County,01/11/2020,12:37 PM,12 PM
ML20000606,40.76764,-73.9616,10021,P,126.01,4000,New York County,01/13/2020,11:00 AM,11 AM
ML20000628,40.75525,-73.96358,10022,P,86.03,1000,New York County,01/13/2020,03:19 PM,03 PM
QL20000381,40.74795,-73.91584,11104,P,169,2011,Queens County,01/13/2020,07:25 AM,07 AM
QL20000384,40.74074,-73.92234,11104,M,185.02,3005,Queens County,01/13/2020,09:30 AM,09 AM
QL20000388,40.74256,-73.91772,11104,P,235.02,2004,Queens County,01/13/2020,10:05 AM,10 AM
QL20000391,40.73783,-73.7558,11364,M,1291.03,2000,Queens County,01/13/2020,10:27 AM,10 AM
QL20000395,40.75158,-73.7146,11005,P,1551.03,6000,Queens County,01/13/2020,10:56 AM,10 AM
QL20000396,40.72972,-73.82441,11367,P,779.02,1000,Queens County,01/13/2020,11:05 AM,11 AM
QL20000397,40.73902,-73.93566,11101,P,199.02,1019,Queens County,01/13/2020,11:10 AM,11 AM
QL20000399,40.76328,-73.77423,11361,P,1129,3008,Queens County,01/13/2020,11:25 AM,11 AM
QL20000402,40.75853,-73.94157,11101,M,85,1008,Queens County,01/13/2020,12:13 PM,12 PM
QL20000411,40.72565,-73.79807,11366,P,1247,3005,Queens County,01/13/2020,01:30 PM,01 PM
QL20000416,40.76783,-73.92766,11102,P,79,1003,Queens County,01/13/2020,02:22 PM,02 PM
QL20000418,40.76844,-73.92716,11102,P,79,1003,Queens County,01/13/2020,03:08 PM,03 PM
QL20000423,40.73589,-73.77347,11366,P,1333,1000,Queens County,01/13/2020,04:08 PM,04 PM
QL20000428,40.72259,-73.80103,11366,M,1265,1001,Queens County,01/13/2020,06:11 PM,06 PM
QL20000429,40.7225,-73.80099,11432,M,1265,1000,Queens County,01/13/2020,06:29 PM,06 PM
WL20000520,40.98031,-73.79766,10583,M,101,2010,Westchester County,01/13/2020,08:06 AM,08 AM
WL20000521,40.9187,-73.87539,10705,M,14.02,1017,Westchester County,01/13/2020,08:29 AM,08 AM
WL20000524,41.15372,-73.82929,10510,P,132.02,1010,Westchester County,01/13/2020,09:42 AM,09 AM
WL20000527,40.98046,-73.79807,10583,M,101,2010,Westchester County,01/13/2020,10:19 AM,10 AM
WL20000529,41.01274,-73.67476,10573,M,82,2005,Westchester County,01/13/2020,10:30 AM,10 AM
WL20000531,40.93565,-73.86874,10701,P,23,1005,Westchester County,01/13/2020,10:55 AM,10 AM
WL20000533,41.12811,-73.71793,10504,M,123.03,3012,Westchester County,01/13/2020,11:12 AM,11 AM
WL20000537,40.91946,-73.87123,10704,P,14.01,3011,Westchester County,01/13/2020,11:56 AM,11 AM
WL20000538,41.04417,-73.86513,10533,P,113,5001,Westchester County,01/13/2020,12:02 PM,12 PM
WL20000544,40.99869,-73.75639,10605,M,97.01,3000,Westchester County,01/13/2020,01:02 PM,01 PM
WL20000546,41.04647,-73.79491,10603,M,109.03,1000,Westchester County,01/13/2020,01:38 PM,01 PM
WL20000549,40.93849,-73.82794,10708,P,47,2046,Westchester County,01/13/2020,01:49 PM,01 PM
WL20000550,41.05926,-73.86157,10591,M,114.02,1017,Westchester County,01/13/2020,02:04 PM,02 PM
WL20000551,41.01866,-73.67935,10573,M,83.01,2003,Westchester County,01/13/2020,02:10 PM,02 PM
WL20000553,40.98446,-73.68062,10580,M,77,1017,Westchester County,01/13/2020,02:13 PM,02 PM
WL20000556,40.93345,-73.88874,10701,P,11.01,1003,Westchester County,01/13/2020,02:31 PM,02 PM
WL20000561,40.98019,-73.79729,10583,M,101,2009,Westchester County,01/13/2020,03:25 PM,03 PM
WL20000569,40.93167,-73.80663,10708,M,52,1010,Westchester County,01/13/2020,05:06 PM,05 PM
XL20000625,40.84369,-73.84733,10461,P,256,2001,Bronx County,01/13/2020,01:53 PM,01 PM
XL20000680,40.83163,-73.90051,10456,M,149,2001,Bronx County,01/13/2020,06:55 PM,06 PM
ML20000597,40.74197,-73.98087,10016,M,68,6000,New York County,01/13/2020,09:49 AM,09 AM
ML20000600,40.72266,-73.9768,10009,P,26.02,1002,New York County,01/13/2020,09:56 AM,09 AM
WL20000601,41.00653,-73.66313,10573,M,80,1002,Westchester County,01/14/2020,01:19 PM,01 PM
ML20000662,40.71599,-73.9867,10002,M,14.02,2006,New York County,01/14/2020,10:00 AM,10 AM
ML20000671,40.77912,-73.97481,10023,P,161,2000,New York County,01/14/2020,11:20 AM,11 AM
ML20000672,40.73559,-74.00305,10014,P,73,6000,New York County,01/14/2020,11:27 AM,11 AM
ML20000686,40.75118,-73.989,10001,P,109,1007,New York County,01/14/2020,01:52 PM,01 PM
ML20000699,40.73057,-74.00679,10014,P,67,4004,New York County,01/14/2020,05:06 PM,05 PM
ML20000710,40.8013,-73.95955,10026,P,197.01,1000,New York County,01/14/2020,08:35 PM,08 PM
ML20000712,40.80147,-73.96046,10025,P,193,4000,New York County,01/14/2020,08:47 PM,08 PM
QL20000433,40.75853,-73.94157,11101,M,85,1008,Queens County,01/14/2020,09:02 AM,09 AM
QL20000444,40.76564,-73.93915,11106,P,39,1000,Queens County,01/14/2020,11:21 AM,11 AM
QL20000453,40.72741,-73.82448,11367,M,779.02,1003,Queens County,01/14/2020,12:55 PM,12 PM
QL20000459,40.76686,-73.93742,11106,P,45,1001,Queens County,01/14/2020,01:11 PM,01 PM
QL20000467,40.73506,-73.79752,11365,P,1223,2003,Queens County,01/14/2020,04:34 PM,04 PM
WL20000581,40.95903,-73.83339,10710,P,21.04,1003,Westchester County,01/14/2020,08:13 AM,08 AM
WL20000583,40.99628,-73.80183,10583,M,100,4017,Westchester County,01/14/2020,08:41 AM,08 AM
WL20000588,40.93297,-73.77656,10804,M,67,2023,Westchester County,01/14/2020,10:55 AM,10 AM
WL20000589,41.003,-73.66652,10573,P,80,3006,Westchester County,01/14/2020,10:55 AM,10 AM
WL20000590,40.9273,-73.84894,10704,P,24.02,1000,Westchester County,01/14/2020,10:58 AM,10 AM
WL20000591,40.98687,-73.82194,10583,P,107.02,2020,Westchester County,01/14/2020,11:20 AM,11 AM
WL20000592,41.04281,-73.79075,10607,M,109.02,3008,Westchester County,01/14/2020,11:42 AM,11 AM
WL20000595,41.01097,-73.78948,10583,M,100,3003,Westchester County,01/14/2020,12:43 PM,12 PM
WL20000596,41.28862,-73.91095,10566,M,145,2002,Westchester County,01/14/2020,12:44 PM,12 PM
WL20000598,41.07224,-73.77743,10595,M,119.02,3004,Westchester County,01/14/2020,12:53 PM,12 PM
WL20000603,40.93678,-73.77023,10804,M,67,2015,Westchester County,01/14/2020,01:52 PM,01 PM
WL20000606,40.95617,-73.80791,10709,M,51,3013,Westchester County,01/14/2020,02:40 PM,02 PM
WL20000611,40.90209,-73.80933,10803,M,54,2029,Westchester County,01/14/2020,04:20 PM,04 PM
XL20000701,40.8466,-73.91474,10453,P,217,4000,Bronx County,01/14/2020,09:00 AM,09 AM
XL20000708,40.89098,-73.83109,10466,M,456,2003,Bronx County,01/14/2020,10:12 AM,10 AM
XL20000709,40.81186,-73.88796,10474,P,93.01,6005,Bronx County,01/14/2020,10:17 AM,10 AM
XL20000711,40.85479,-73.86104,10462,P,248,2002,Bronx County,01/14/2020,10:47 AM,10 AM
WL20000639,41.02025,-73.72973,10605,M,97.02,2023,Westchester County,01/15/2020,12:37 PM,12 PM
ML20000727,40.75787,-73.9756,10022,P,102,1011,New York County,01/15/2020,07:35 AM,07 AM
ML20000735,40.77627,-73.98012,10023,P,157,8000,New York County,01/15/2020,09:51 AM,09 AM
ML20000745,40.7238,-73.98564,10009,M,32,4000,New York County,01/15/2020,11:42 AM,11 AM
ML20000790,40.74119,-73.97709,10016,P,70.01,3000,New York County,01/15/2020,09:26 PM,09 PM
QL20000479,40.74145,-73.82922,11367,P,803.02,1010,Queens County,01/15/2020,08:41 AM,08 AM
QL20000483,40.78385,-73.79273,11360,P,997.01,1010,Queens County,01/15/2020,09:57 AM,09 AM
QL20000488,40.76481,-73.91095,11103,P,143,1000,Queens County,01/15/2020,10:22 AM,10 AM
QL20000491,40.77273,-73.7507,11363,M,1483,4015,Queens County,01/15/2020,10:35 AM,10 AM
QL20000495,40.77385,-73.89951,11105,P,123.01,2008,Queens County,01/15/2020,11:29 AM,11 AM
QL20000505,40.7751,-73.90864,11105,P,113,2001,Queens County,01/15/2020,01:26 PM,01 PM
QL20000523,40.75484,-73.93227,11101,M,51,2004,Queens County,01/15/2020,05:37 PM,05 PM
WL20000627,41.21007,-73.89581,10520,P,139,4035,Westchester County,01/15/2020,09:17 AM,09 AM
